Protein IDs	Reporter intensity corrected 1 PNNL SC boost50ng_run1	Reporter intensity corrected 2 PNNL SC boost50ng_run1	Reporter intensity corrected 3 PNNL SC boost50ng_run1	Reporter intensity corrected 4 PNNL SC boost50ng_run1	Reporter intensity corrected 5 PNNL SC boost50ng_run1	Reporter intensity corrected 6 PNNL SC boost50ng_run1	Reporter intensity corrected 7 PNNL SC boost50ng_run1	Reporter intensity corrected 8 PNNL SC boost50ng_run1	Reporter intensity corrected 9 PNNL SC boost50ng_run1	Reporter intensity corrected 10 PNNL SC boost50ng_run1	Reporter intensity 1 PNNL SC boost50ng_run1	Reporter intensity 2 PNNL SC boost50ng_run1	Reporter intensity 3 PNNL SC boost50ng_run1	Reporter intensity 4 PNNL SC boost50ng_run1	Reporter intensity 5 PNNL SC boost50ng_run1	Reporter intensity 6 PNNL SC boost50ng_run1	Reporter intensity 7 PNNL SC boost50ng_run1	Reporter intensity 8 PNNL SC boost50ng_run1	Reporter intensity 9 PNNL SC boost50ng_run1	Reporter intensity 10 PNNL SC boost50ng_run1
P14550	1400.7	1853.5	2413.8	891.71	733.15	1846.4	1394.1	14750	2499.6	489800	1400.7	1853.5	2413.8	891.71	733.15	1846.4	1394.1	14750	2499.6	489800
P14618;P30613	108040	140900	158450	158800	159310	194870	142170	954230	110090	37143000	108040	140900	158450	158800	159310	194870	142170	954230	110090	37143000
P14625;Q58FF3	74540	97971	95341	49467	127530	62561	98029	621880	76623	22721000	74540	97971	95341	49467	127530	62561	98029	621880	76623	22721000
P63162;P14678	10273	12919	16020	8236.2	13637	13014	26639	102660	17228	4404100	10273	12919	16020	8236.2	13637	13014	26639	102660	17228	4404100
P14735	1891.2	3259.9	2286.2	2417.8	4099.3	3244.8	5693.2	19443	5209.6	737420	1891.2	3259.9	2286.2	2417.8	4099.3	3244.8	5693.2	19443	5209.6	737420
P14854	1434.7	1876.9	1186.5	1724.2	16202	873.98	2484.8	5769.1	1805	175430	1434.7	1876.9	1186.5	1724.2	16202	873.98	2484.8	5769.1	1805	175430
P14866	22396	19353	27342	20980	31687	38066	28642	86774	67902	2630600	22396	19353	27342	20980	31687	38066	28642	86774	67902	2630600
P14868	11990	14686	16197	8007.1	22899	10353	13422	48213	12638	1903200	11990	14686	16197	8007.1	22899	10353	13422	48213	12638	1903200
P14923;P35222	1479.6	3009	3154.7	2186.4	1679.7	1432.3	2508.4	18340	2725.9	706090	1479.6	3009	3154.7	2186.4	1679.7	1432.3	2508.4	18340	2725.9	706090
P14927	7098.6	17049	12060	4964.5	32538	6456.2	20756	41925	7184	1566200	7098.6	17049	12060	4964.5	32538	6456.2	20756	41925	7184	1566200
P15121	2004.1	2810.1	2576.8	1011.2	2009.7	1841.8	1569	12889	1977.7	355760	2004.1	2810.1	2576.8	1011.2	2009.7	1841.8	1569	12889	1977.7	355760
P15170;Q8IYD1	822.41	942.71	979.91	708.27	739.56	790.89	794.85	8500	894.98	317750	822.41	942.71	979.91	708.27	739.56	790.89	794.85	8500	894.98	317750
P15311	18316	23226	22673	6438.5	8819.8	7421.5	11609	47209	12421	1267900	18316	23226	22673	6438.5	8819.8	7421.5	11609	47209	12421	1267900
P15531	843.83	2493.1	1505.5	706.36	884.68	1120.1	1021.8	7640.8	862.75	200510	843.83	2493.1	1505.5	706.36	884.68	1120.1	1021.8	7640.8	862.75	200510
P15586	2009.8	2885.8	4346.8	1171.3	2334.6	2801	4035.9	16680	2681.3	480770	2009.8	2885.8	4346.8	1171.3	2334.6	2801	4035.9	16680	2681.3	480770
P15880	46983	65221	71652	30355	47203	39193	77027	314800	40992	11968000	46983	65221	71652	30355	47203	39193	77027	314800	40992	11968000
P15954	2139.5	967.07	2594.8	1699.5	3303.2	2646.9	2678	24550	3623	943420	2139.5	967.07	2594.8	1699.5	3303.2	2646.9	2678	24550	3623	943420
P16070	458.73	479.16	440.21	0	292.66	842.82	276.61	10607	1043.5	309880	458.73	479.16	440.21	0	292.66	842.82	276.61	10607	1043.5	309880
P16219	698.63	2266.3	1407.3	1070.1	2295.3	1085.9	4820.9	6273.3	1848.9	169280	698.63	2266.3	1407.3	1070.1	2295.3	1085.9	4820.9	6273.3	1848.9	169280
P16401	12027	18427	18787	8913.7	13450	15600	22554	77157	13564	2652800	12027	18427	18787	8913.7	13450	15600	22554	77157	13564	2652800
P16435	10717	16539	16892	10348	11991	9539.4	12641	83925	12941	3239700	10717	16539	16892	10348	11991	9539.4	12641	83925	12941	3239700
P16615;O14983;Q93084	21836	22838	28638	17830	22348	21931	24142	128800	25752	3787500	21836	22838	28638	17830	22348	21931	24142	128800	25752	3787500
P16949	6161.6	7288.7	6516.7	4481.4	6909.2	9175.5	8003.2	45950	8866.3	1696200	6161.6	7288.7	6516.7	4481.4	6909.2	9175.5	8003.2	45950	8866.3	1696200
P16989	968.67	632.17	1116.3	853.05	944.43	904.76	1397.7	4527.1	1226	156860	968.67	632.17	1116.3	853.05	944.43	904.76	1397.7	4527.1	1226	156860
P17066;P48741	1705.1	1636.8	1136.7	671.49	927.86	1452.5	608.15	13898	1373.3	643480	1705.1	1636.8	1136.7	671.49	927.86	1452.5	608.15	13898	1373.3	643480
P17096	405.48	1532.7	1220.7	1634.1	2134.8	2635	1384.2	13338	1993.7	406840	405.48	1532.7	1220.7	1634.1	2134.8	2635	1384.2	13338	1993.7	406840
P17174	4403.2	4363.4	5504.3	2109.7	1496.7	2689.3	3263.2	25699	3030.5	911870	4403.2	4363.4	5504.3	2109.7	1496.7	2689.3	3263.2	25699	3030.5	911870
P17612;P22694	2142.1	2977.1	2172.5	1688.2	2269.3	2834.3	2754.9	13498	2547.7	479640	2142.1	2977.1	2172.5	1688.2	2269.3	2834.3	2754.9	13498	2547.7	479640
P17655	1202.4	2305.2	1980.3	1303.9	6979.2	1074.8	1504.8	9837.8	1074.8	327940	1202.4	2305.2	1980.3	1303.9	6979.2	1074.8	1504.8	9837.8	1074.8	327940
P17812;Q9NRF8	6752	7449	7941.2	3810.2	9212	5433.6	12841	28264	7960	838930	6752	7449	7941.2	3810.2	9212	5433.6	12841	28264	7960	838930
P17844	54916	104360	106900	53489	73737	50618	56704	408740	61808	15217000	54916	104360	106900	53489	73737	50618	56704	408740	61808	15217000
P17858;P08237	11756	13665	15269	8774.4	9868.5	11145	16626	46136	12000	1810000	11756	13665	15269	8774.4	9868.5	11145	16626	46136	12000	1810000
P17931	13358	5659.7	9767.5	7385.7	10042	6415.8	6484.1	55396	9094.4	1888200	13358	5659.7	9767.5	7385.7	10042	6415.8	6484.1	55396	9094.4	1888200
P17980	0	1641.6	1235.9	1309.3	2278.5	616.58	2941.4	5637.1	951.19	172680	0	1641.6	1235.9	1309.3	2278.5	616.58	2941.4	5637.1	951.19	172680
P17987	27920	72308	34667	22575	20711	26341	38797	188640	29316	5922600	27920	72308	34667	22575	20711	26341	38797	188640	29316	5922600
P18077	19553	24191	25530	14429	26626	18355	26990	108070	15013	4196200	19553	24191	25530	14429	26626	18355	26990	108070	15013	4196200
P18124	33525	41657	40334	21570	24809	24632	27621	214540	28488	7642400	33525	41657	40334	21570	24809	24632	27621	214540	28488	7642400
P18206	36762	40318	53584	19584	27594	23836	39050	149980	36315	5078400	36762	40318	53584	19584	27594	23836	39050	149980	36315	5078400
P18564	2760.6	2463.8	2019.7	1042.6	1700.7	1515	2532	22265	1948.4	712130	2760.6	2463.8	2019.7	1042.6	1700.7	1515	2532	22265	1948.4	712130
P18621	29446	39525	41340	19766	20527	20987	24607	120380	19777	4753400	29446	39525	41340	19766	20527	20987	24607	120380	19777	4753400
P18669;P15259;Q8N0Y7	21267	48107	28039	13487	18711	18441	32405	130990	22433	4762800	21267	48107	28039	13487	18711	18441	32405	130990	22433	4762800
P18754	1110.7	1192.7	1568.2	903.84	821.17	824.27	646.65	7793.9	933.85	311670	1110.7	1192.7	1568.2	903.84	821.17	824.27	646.65	7793.9	933.85	311670
P18858	5100.7	2298.9	3864.7	1555.9	3806.1	1742.4	6782.5	3956.6	1963.2	94836	5100.7	2298.9	3864.7	1555.9	3806.1	1742.4	6782.5	3956.6	1963.2	94836
P19338	38793	47163	40662	35853	35939	47871	38737	334000	40032	15126000	38793	47163	40662	35853	35939	47871	38737	334000	40032	15126000
P19367	2318.3	2912.7	4086.3	1599.9	3167.7	4048.3	1959.5	44871	5404.1	1236200	2318.3	2912.7	4086.3	1599.9	3167.7	4048.3	1959.5	44871	5404.1	1236200
P19404	2957.1	3529.4	5227.2	2041.3	4401.6	2426.7	6123.2	16212	3442.4	512360	2957.1	3529.4	5227.2	2041.3	4401.6	2426.7	6123.2	16212	3442.4	512360
P20042	4465.8	4464.9	5021.7	2714.5	3687.4	2387.1	4330.3	33216	4417.3	1060100	4465.8	4464.9	5021.7	2714.5	3687.4	2387.1	4330.3	33216	4417.3	1060100
P20073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20290	4625.4	4582.1	6672.7	4892.6	4578.8	8048.2	4465.1	12647	5718.9	439980	4625.4	4582.1	6672.7	4892.6	4578.8	8048.2	4465.1	12647	5718.9	439980
P20340;Q9NRW1;Q14964	4528.9	4978.4	5242.9	2727.3	3531	3559	3630	31237	5041.7	1182600	4528.9	4978.4	5242.9	2727.3	3531	3559	3630	31237	5041.7	1182600
P20618	6639.2	6543.6	7943.5	7430.7	8031.6	8761.9	7809.9	25451	8114.8	771490	6639.2	6543.6	7943.5	7430.7	8031.6	8761.9	7809.9	25451	8114.8	771490
P20645	4139.9	5788.7	5458.5	3337.8	3115.3	3032.8	4188.5	8525.4	3580	241720	4139.9	5788.7	5458.5	3337.8	3115.3	3032.8	4188.5	8525.4	3580	241720
P20674	2632.1	5390.8	3621.7	1377.4	1612.1	1509.5	1684.6	28666	2530.7	1346700	2632.1	5390.8	3621.7	1377.4	1612.1	1509.5	1684.6	28666	2530.7	1346700
P20700;Q03252	44786	56021	58562	39582	79800	45312	89517	215600	52738	8937600	44786	56021	58562	39582	79800	45312	89517	215600	52738	8937600
P20929	1784.4	1955.7	3181.6	1879.7	2539.4	2461.9	3739.9	21392	3398.4	816170	1784.4	1955.7	3181.6	1879.7	2539.4	2461.9	3739.9	21392	3398.4	816170
P20962	6410.9	9718.2	8871.1	3068.8	6326.2	6476.5	7709	49390	8698	1726300	6410.9	9718.2	8871.1	3068.8	6326.2	6476.5	7709	49390	8698	1726300
Q9UQ88;P21127	1077.1	1474.9	2135.6	660.5	1763.5	744.78	1245	7487.3	1186.5	256580	1077.1	1474.9	2135.6	660.5	1763.5	744.78	1245	7487.3	1186.5	256580
P21281;P15313	14324	18321	21619	8604.3	14439	13059	13029	109260	13342	3611800	14324	18321	21619	8604.3	14439	13059	13029	109260	13342	3611800
P21283	1775.6	3454.9	2789.8	1716.4	3211.2	1831.5	6722.4	15477	2286.6	489260	1775.6	3454.9	2789.8	1716.4	3211.2	1831.5	6722.4	15477	2286.6	489260
P21291	4615.9	4657.5	4797.7	1219.6	2876.6	2102.2	3459.4	22659	2496.9	776960	4615.9	4657.5	4797.7	1219.6	2876.6	2102.2	3459.4	22659	2496.9	776960
P21333	183300	202270	224550	89946	145930	124490	242930	1072400	180220	36396000	183300	202270	224550	89946	145930	124490	242930	1072400	180220	36396000
P21397	0	0	821.63	0	0	490.98	0	7204.3	1062.6	240740	0	0	821.63	0	0	490.98	0	7204.3	1062.6	240740
P21796	57917	76489	84151	34003	117350	148930	61926	372440	54792	11909000	57917	76489	84151	34003	117350	148930	61926	372440	54792	11909000
P21912	3749.8	2834.4	4219.7	2513.1	2889	1672	3569.2	11883	2942.7	420420	3749.8	2834.4	4219.7	2513.1	2889	1672	3569.2	11883	2942.7	420420
P22087	16835	19173	24891	15191	29264	18435	35273	125120	22472	4491800	16835	19173	24891	15191	29264	18435	35273	125120	22472	4491800
P22102	3507.2	11015	3784.9	2594.2	5220.4	3166.2	4526.2	17377	3819.9	513790	3507.2	11015	3784.9	2594.2	5220.4	3166.2	4526.2	17377	3819.9	513790
P22234	10412	10085	10721	4447.5	9701.7	5633	6817.1	48222	6538.8	1680100	10412	10085	10721	4447.5	9701.7	5633	6817.1	48222	6538.8	1680100
P22307	5861	6252.5	6119.6	2308.4	5244.5	7256.9	10238	80787	8320.4	3276500	5861	6252.5	6119.6	2308.4	5244.5	7256.9	10238	80787	8320.4	3276500
P22314	14431	20195	17808	11484	20270	14859	20581	123570	21550	4158200	14431	20195	17808	11484	20270	14859	20581	123570	21550	4158200
P22392;O60361	60949	66598	82502	19698	18817	30612	21647	363490	29707	13967000	60949	66598	82502	19698	18817	30612	21647	363490	29707	13967000
P22626	85016	81353	98701	102620	71166	78799	83886	334980	98053	12430000	85016	81353	98701	102620	71166	78799	83886	334980	98053	12430000
P22695	1808.9	2507.7	1319	1705	4821.8	2000.1	38924	15951	6140.9	466520	1808.9	2507.7	1319	1705	4821.8	2000.1	38924	15951	6140.9	466520
P23193;Q15560	1017.5	1240.2	1465.6	1014.8	869.82	1128.4	1645.6	9750	1265.7	310220	1017.5	1240.2	1465.6	1014.8	869.82	1128.4	1645.6	9750	1265.7	310220
P23246	34233	44043	47055	26828	44157	32004	230080	264370	50073	9562800	34233	44043	47055	26828	44157	32004	230080	264370	50073	9562800
P23284	31718	19766	42507	7090.3	13758	13240	10889	131860	14496	4796100	31718	19766	42507	7090.3	13758	13240	10889	131860	14496	4796100
P23368	1340.5	2286.2	3316.6	1987.9	1223.1	2522.5	2487.5	13278	2284.4	373230	1340.5	2286.2	3316.6	1987.9	1223.1	2522.5	2487.5	13278	2284.4	373230
P23396	53982	65887	72637	38622	53766	43634	44074	337150	48324	12893000	53982	65887	72637	38622	53766	43634	44074	337150	48324	12893000
P23434	821.04	657.71	382.2	320.8	604.2	869.48	444.09	5229.7	743.85	189250	821.04	657.71	382.2	320.8	604.2	869.48	444.09	5229.7	743.85	189250
P23526	17916	14487	20650	8143.4	10721	11386	12598	117180	14035	3942700	17916	14487	20650	8143.4	10721	11386	12598	117180	14035	3942700
P23528	76863	90086	85420	33587	47490	48920	159430	282100	62165	9034900	76863	90086	85420	33587	47490	48920	159430	282100	62165	9034900
P23588	1453.2	2197.7	1557.4	2618.1	2489.3	1546.6	3071.1	13083	1717.8	550510	1453.2	2197.7	1557.4	2618.1	2489.3	1546.6	3071.1	13083	1717.8	550510
P23919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23921	954.97	859.94	1420.9	459.22	364.08	705.32	694.4	6535.2	938.31	256390	954.97	859.94	1420.9	459.22	364.08	705.32	694.4	6535.2	938.31	256390
P24534	35142	46005	52076	25385	27419	30315	34507	259760	32173	9881200	35142	46005	52076	25385	27419	30315	34507	259760	32173	9881200
P24539	4203.3	5624.3	5177.5	3838	7969.5	3529.3	31514	23536	17918	536440	4203.3	5624.3	5177.5	3838	7969.5	3529.3	31514	23536	17918	536440
P24752	8385.2	11044	12597	7470.9	13806	10228	17704	85111	11844	2722500	8385.2	11044	12597	7470.9	13806	10228	17704	85111	11844	2722500
P25205	8106.9	8824.2	8805.9	6063.6	9962.7	9751.6	48228	57304	13315	1827900	8106.9	8824.2	8805.9	6063.6	9962.7	9751.6	48228	57304	13315	1827900
P25398	30707	37932	38874	18520	27229	30568	23896	219950	25211	7905000	30707	37932	38874	18520	27229	30568	23896	219950	25211	7905000
P25705	41816	79007	101960	52100	52242	60013	81407	357100	62299	14170000	41816	79007	101960	52100	52242	60013	81407	357100	62299	14170000
P25786	25657	25155	30584	15601	23513	22052	25531	104000	23876	3652000	25657	25155	30584	15601	23513	22052	25531	104000	23876	3652000
P25787	3824.5	7736.3	5616.1	2944.1	7809.5	4248.6	6343.2	23610	4837.2	842530	3824.5	7736.3	5616.1	2944.1	7809.5	4248.6	6343.2	23610	4837.2	842530
P25788	42090	27667	12458	5723.9	41687	17560	38168	81046	4618.6	1431700	42090	27667	12458	5723.9	41687	17560	38168	81046	4618.6	1431700
P25789	8706.3	12768	11501	6697.7	8599.5	6852.8	10433	38214	7968.9	1354700	8706.3	12768	11501	6697.7	8599.5	6852.8	10433	38214	7968.9	1354700
P26038	74730	82638	87589	27493	34385	33930	40806	289900	41827	10835000	74730	82638	87589	27493	34385	33930	40806	289900	41827	10835000
P26368	16084	17475	20127	13091	18646	16170	19508	112370	20486	4241600	16084	17475	20127	13091	18646	16170	19508	112370	20486	4241600
P26373	29618	34685	35643	20425	22618	19701	21590	69767	16141	2218700	29618	34685	35643	20425	22618	19701	21590	69767	16141	2218700
P26440	434.67	764.31	492.99	443.91	366.11	571.79	633.1	4542.6	739.27	196990	434.67	764.31	492.99	443.91	366.11	571.79	633.1	4542.6	739.27	196990
P26447	22672	45689	63314	36352	39167	73719	16031	455340	32379	18425000	22672	45689	63314	36352	39167	73719	16031	455340	32379	18425000
P26583	1440.5	1902.6	1284.5	2277.8	15472	2532	128290	19375	2911.8	635110	1440.5	1902.6	1284.5	2277.8	15472	2532	128290	19375	2911.8	635110
P26599;O95758	14027	14703	17093	5590.7	10264	6543.1	10978	67903	8999	2691100	14027	14703	17093	5590.7	10264	6543.1	10978	67903	8999	2691100
P26639	4665.4	5034.7	4637.5	2073.6	2880.1	2677.3	3020.5	16828	2640.9	581300	4665.4	5034.7	4637.5	2073.6	2880.1	2677.3	3020.5	16828	2640.9	581300
P26640	1549.1	1494.9	1729.3	888.48	890.39	880.45	684.01	4277.9	2097.6	193970	1549.1	1494.9	1729.3	888.48	890.39	880.45	684.01	4277.9	2097.6	193970
P26641	43726	55989	56043	20378	35629	35306	40982	254830	37244	9396200	43726	55989	56043	20378	35629	35306	40982	254830	37244	9396200
P26885	698.5	1608.5	1806.1	0	2441.7	1838.7	1798.6	15727	1497.6	534890	698.5	1608.5	1806.1	0	2441.7	1838.7	1798.6	15727	1497.6	534890
P27105	3369.1	5440.9	5823	4041.2	5764.1	5811.9	7392.8	64260	8399.4	1586100	3369.1	5440.9	5823	4041.2	5764.1	5811.9	7392.8	64260	8399.4	1586100
P27144	807.88	945.85	1086	1016.1	1247	1250.8	1688.4	5832.8	936.45	214140	807.88	945.85	1086	1016.1	1247	1250.8	1688.4	5832.8	936.45	214140
P27338	1166.1	2483.4	2957.5	0	640.71	845.74	491.33	8922.5	1001.3	351750	1166.1	2483.4	2957.5	0	640.71	845.74	491.33	8922.5	1001.3	351750
P27348	16398	17168	18386	6652.6	9446.6	10086	13584	113560	15507	3603400	16398	17168	18386	6652.6	9446.6	10086	13584	113560	15507	3603400
P27635;Q96L21	9843.9	12427	14592	8495.2	13296	9990.9	12739	66499	11119	2400900	9843.9	12427	14592	8495.2	13296	9990.9	12739	66499	11119	2400900
P27694	4211.9	3287.9	4135.5	3052.1	3190.3	5292.4	4334.2	36757	4856.1	1510000	4211.9	3287.9	4135.5	3052.1	3190.3	5292.4	4334.2	36757	4856.1	1510000
P27708	1034.7	1695.6	2240.8	1005.9	1997.8	1736.9	2068.6	8495.4	2198.1	230920	1034.7	1695.6	2240.8	1005.9	1997.8	1736.9	2068.6	8495.4	2198.1	230920
P27797	49319	75184	63645	20386	37357	25412	32518	287360	32018	10888000	49319	75184	63645	20386	37357	25412	32518	287360	32018	10888000
P27816	1991.9	3928.5	2656	824.14	2770.4	1899.5	3098.5	18001	1718.4	529140	1991.9	3928.5	2656	824.14	2770.4	1899.5	3098.5	18001	1718.4	529140
P27824	168590	196910	225230	128020	113630	88779	105950	196250	99170	6711800	168590	196910	225230	128020	113630	88779	105950	196250	99170	6711800
P28066	6062.4	7259.4	7171.9	4430.1	2749.6	5687.3	4534.7	60812	5196.7	2422600	6062.4	7259.4	7171.9	4430.1	2749.6	5687.3	4534.7	60812	5196.7	2422600
P28070	694.21	1385.5	1918.7	1483.8	1906	2352.3	3019.5	12245	1531.3	440130	694.21	1385.5	1918.7	1483.8	1906	2352.3	3019.5	12245	1531.3	440130
P28072	2902.9	3978.6	3464.6	1918	2314.7	2190.1	1160.6	13094	2356.2	491120	2902.9	3978.6	3464.6	1918	2314.7	2190.1	1160.6	13094	2356.2	491120
P28074	1938.8	1718.7	2247.3	1098.3	1732.2	1828.1	1576.2	15987	2195.9	502100	1938.8	1718.7	2247.3	1098.3	1732.2	1828.1	1576.2	15987	2195.9	502100
P28300	0	597.69	416.57	565.12	468.07	541.4	874.21	3208	431.43	111310	0	597.69	416.57	565.12	468.07	541.4	874.21	3208	431.43	111310
P28331	6339.8	5957.4	7662.2	2131.8	5300.7	4529.8	5608.8	46560	6271.9	1506500	6339.8	5957.4	7662.2	2131.8	5300.7	4529.8	5608.8	46560	6271.9	1506500
P28482	5698	7150.1	7682.1	3870.1	6044.9	4041.2	8007.3	26882	5456	968640	5698	7150.1	7682.1	3870.1	6044.9	4041.2	8007.3	26882	5456	968640
P28838	1254.9	1958.4	1830.1	1004.5	1469.4	832.62	9888.6	11365	2347.8	353280	1254.9	1958.4	1830.1	1004.5	1469.4	832.62	9888.6	11365	2347.8	353280
P29144	1079	1514.1	2570.4	1869.4	3351	2335.4	4862.4	8296.2	3604.5	261370	1079	1514.1	2570.4	1869.4	3351	2335.4	4862.4	8296.2	3604.5	261370
P29350	3526.8	3971.1	6903	4569	7798.6	7551.7	7302.2	45886	6645.2	1684600	3526.8	3971.1	6903	4569	7798.6	7551.7	7302.2	45886	6645.2	1684600
P29401	7773.9	9672.4	11095	10494	12769	13568	15811	95476	14750	3051400	7773.9	9672.4	11095	10494	12769	13568	15811	95476	14750	3051400
P29692	16474	21850	21867	8818.6	14512	10919	14896	129160	17191	4177600	16474	21850	21867	8818.6	14512	10919	14896	129160	17191	4177600
P29966	442.25	536.06	859.93	419.41	1003.6	772.56	889.09	4889.8	1376.2	158860	442.25	536.06	859.93	419.41	1003.6	772.56	889.09	4889.8	1376.2	158860
P30040	4137.5	6486.6	7088.6	5638.2	6173.5	7695.5	7127.1	62037	7545.5	1992600	4137.5	6486.6	7088.6	5638.2	6173.5	7695.5	7127.1	62037	7545.5	1992600
P30041	8359.5	8604.6	9874.1	4356.1	5881.8	4801.6	6974.5	35021	6038.9	1296100	8359.5	8604.6	9874.1	4356.1	5881.8	4801.6	6974.5	35021	6038.9	1296100
P30044	14819	16130	19738	9376.2	13514	11803	20775	109540	17191	4423800	14819	16130	19738	9376.2	13514	11803	20775	109540	17191	4423800
P30049	2321.6	2560.2	4291.4	1165	1109	1517.8	2159.9	23818	2548.1	1127200	2321.6	2560.2	4291.4	1165	1109	1517.8	2159.9	23818	2548.1	1127200
P30050	25467	25484	30464	11388	18873	16450	18043	141290	20818	5519700	25467	25484	30464	11388	18873	16450	18043	141290	20818	5519700
P30085	1047.9	1243	1894.6	1210.2	1331.6	724.98	1481.8	15612	1755.5	463870	1047.9	1243	1894.6	1210.2	1331.6	724.98	1481.8	15612	1755.5	463870
P30086	7713.2	9147	9459.9	3599.6	5606.4	5953.1	6431.3	26635	6568.1	955540	7713.2	9147	9459.9	3599.6	5606.4	5953.1	6431.3	26635	6568.1	955540
P30101	38782	54681	69811	27986	45444	40259	49808	353790	52465	12102000	38782	54681	69811	27986	45444	40259	49808	353790	52465	12102000
P30153;P30154	10704	12581	13675	7822.2	9043.4	10542	12125	61936	10350	2486300	10704	12581	13675	7822.2	9043.4	10542	12125	61936	10350	2486300
P30419	1729.6	1202.3	1121.6	1585	2448.8	1757.5	2611	16287	2130	562640	1729.6	1202.3	1121.6	1585	2448.8	1757.5	2611	16287	2130	562640
P30519	0	525.09	326.16	414.82	374.75	750.01	280.67	3624	641.16	148680	0	525.09	326.16	414.82	374.75	750.01	280.67	3624	641.16	148680
P30520	4082.3	12531	13306	6573.4	14527	9529.2	13949	34209	7806.6	1153900	4082.3	12531	13306	6573.4	14527	9529.2	13949	34209	7806.6	1153900
P30626	2876.9	3537.6	4368.9	1688.7	3262.3	2433.3	2271.9	29147	4557.1	1164300	2876.9	3537.6	4368.9	1688.7	3262.3	2433.3	2271.9	29147	4557.1	1164300
P31040	2437.2	2352.8	3110.7	1140.1	2106.3	3291.1	2759	23183	2901.4	899360	2437.2	2352.8	3110.7	1140.1	2106.3	3291.1	2759	23183	2901.4	899360
P31146	5325.3	5929.7	9113.4	5954.6	10522	7309.5	8382	37582	8737.7	1261300	5325.3	5929.7	9113.4	5954.6	10522	7309.5	8382	37582	8737.7	1261300
P31153	1997.7	2009.9	1946.9	1190.7	2349.9	1247.2	3959.7	9893.6	812.26	353090	1997.7	2009.9	1946.9	1190.7	2349.9	1247.2	3959.7	9893.6	812.26	353090
P31689	3547.9	4206.9	4599.7	2333.2	4757.9	3820.1	5560.8	24382	4279.1	945710	3547.9	4206.9	4599.7	2333.2	4757.9	3820.1	5560.8	24382	4279.1	945710
P31930	2304.7	4323.6	5390.4	1981.8	2698.2	2173.1	3191.6	22354	2580.1	955030	2304.7	4323.6	5390.4	1981.8	2698.2	2173.1	3191.6	22354	2580.1	955030
P31939	5674.7	5610.6	6968.4	2693.1	7384.2	3236.1	6996.1	27219	13808	735300	5674.7	5610.6	6968.4	2693.1	7384.2	3236.1	6996.1	27219	13808	735300
P31943;P31942	7787.7	9495.4	11012	3558.3	4902.4	8080.6	10114	86162	8780.9	3345500	7787.7	9495.4	11012	3558.3	4902.4	8080.6	10114	86162	8780.9	3345500
P31946	7792.2	11046	12310	5946.2	5421.8	3880.7	6403.7	26523	6312	1172500	7792.2	11046	12310	5946.2	5421.8	3880.7	6403.7	26523	6312	1172500
P31947	7152.1	8571.6	7502.3	4290.1	4950.6	4428.9	5336.6	30308	5790.4	1283200	7152.1	8571.6	7502.3	4290.1	4950.6	4428.9	5336.6	30308	5790.4	1283200
P31948	26952	31745	33604	15255	20294	23927	29324	154140	31530	5471400	26952	31745	33604	15255	20294	23927	29324	154140	31530	5471400
P31949	36447	39561	49979	8277.9	12966	14992	15147	147410	13098	5475500	36447	39561	49979	8277.9	12966	14992	15147	147410	13098	5475500
P32322	1322.2	2175.4	1958	4455.8	1867.9	2146.2	2376.8	23027	3117.1	652770	1322.2	2175.4	1958	4455.8	1867.9	2146.2	2376.8	23027	3117.1	652770
P32969	7225.6	8331.4	7342.8	5700.4	6138.3	5818.3	5464.7	35924	5052.5	1754600	7225.6	8331.4	7342.8	5700.4	6138.3	5818.3	5464.7	35924	5052.5	1754600
P33240	1129.1	1241.8	1679.1	1333.3	1130.2	1669.3	2935.8	14530	2026	320490	1129.1	1241.8	1679.1	1333.3	1130.2	1669.3	2935.8	14530	2026	320490
P33316	1880.3	1489.2	2020.9	1334.5	2167.6	1332.1	1775.8	9876.5	2428	349100	1880.3	1489.2	2020.9	1334.5	2167.6	1332.1	1775.8	9876.5	2428	349100
P33991	4930.1	4939.4	7544.4	3443.3	5769.2	5734.5	6717.4	26067	6862.1	752050	4930.1	4939.4	7544.4	3443.3	5769.2	5734.5	6717.4	26067	6862.1	752050
P33992	5124.6	7224.9	6094.1	4302.5	6596.3	4704.8	5938.6	27511	6745.6	821610	5124.6	7224.9	6094.1	4302.5	6596.3	4704.8	5938.6	27511	6745.6	821610
P33993	7063.8	9150.8	6485.6	6594.5	7440	6184.6	8587.6	63936	9589.6	2027500	7063.8	9150.8	6485.6	6594.5	7440	6184.6	8587.6	63936	9589.6	2027500
P34897	29336	32398	40522	18516	22912	15065	41944	195330	24108	7370300	29336	32398	40522	18516	22912	15065	41944	195330	24108	7370300
P34932;O95757	34933	40547	43034	19802	24502	22018	21756	132730	22958	4751800	34933	40547	43034	19802	24502	22018	21756	132730	22958	4751800
P35221	1932	2647.8	2411.8	1936	1501.5	2102.1	2829	21767	2851.6	541440	1932	2647.8	2411.8	1936	1501.5	2102.1	2829	21767	2851.6	541440
P35232	21694	35892	31036	17361	29754	22603	37969	179760	34948	6433700	21694	35892	31036	17361	29754	22603	37969	179760	34948	6433700
