Protein IDs	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10
sp|Q15369|ELOC_HUMAN	11479	12880	1371.9	1442.2	13517	28978	1062.6	2855.9	32593	31645
sp|Q15424|SAFB1_HUMAN;sp|Q14151|SAFB2_HUMAN	44951	47077	1780.8	4565.8	49785	80087	1714.2	7811.9	88174	89060
sp|Q15428|SF3A2_HUMAN	7091.5	10246	0	608.18	9474.7	13766	0	996.35	14062	12274
sp|Q15459|SF3A1_HUMAN	17539	18777	398.82	2070.5	20323	35764	618.01	3337.1	40039	38326
sp|Q15637|SF01_HUMAN	7496.8	8151.2	703.5	795.53	8832.6	16845	0	1681.5	18636	16438
sp|Q15691|MARE1_HUMAN	15233	16516	1407.1	1748.9	17138	36398	0	3394.8	40550	39748
sp|Q15717|ELAV1_HUMAN	13096	13326	1246.4	1548.9	14608	34508	620.14	2638.6	38663	39312
sp|Q15758|AAAT_HUMAN	5704.1	6237.2	586.49	731.31	7171.3	14902	917.56	1495.3	18882	18377
sp|Q15819|UB2V2_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q15907|RB11B_HUMAN;sp|P62491|RB11A_HUMAN	34518	38326	2110	4186.9	40651	80191	0	6708.6	90561	85922
sp|Q15942|ZYX_HUMAN	19174	19349	2023.4	2373.1	20246	44394	2559.6	4460.8	50175	49217
sp|Q16181|SEPT7_HUMAN	32368	33777	4528.7	5767.3	36675	68791	0	8444	75037	72843
sp|Q16186|ADRM1_HUMAN	1826.1	1876.7	0	211.92	2430.5	3307.2	0	190.07	4309.3	4115.1
sp|Q16539|MK14_HUMAN	11725	12436	1469	1733.1	12181	21633	1534.5	1705.1	22928	24879
sp|Q16543|CDC37_HUMAN	2800.6	2815.5	301.67	338.68	3048.1	6945.5	451.75	951.3	8769.4	7837.5
sp|Q16555|DPYL2_HUMAN;sp|Q14195|DPYL3_HUMAN;sp|Q14194|DPYL1_HUMAN	20964	21766	0	2463	21233	47218	0	4567.2	54089	49704
sp|Q16576|RBBP7_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q16629|SRSF7_HUMAN	34036	39133	2228.5	4375	42129	77863	2417.9	8966.5	87791	89707
sp|Q16630|CPSF6_HUMAN	15731	16147	1427.9	1616.5	15643	29445	0	2104.2	31310	32352
sp|Q16718|NDUA5_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q16851|UGPA_HUMAN	3293.9	4219.3	380.94	596.09	4839.3	10942	601.53	1236.1	13707	12928
sp|Q16881|TRXR1_HUMAN	1188.9	1621.1	0	218.76	1745.9	3996.4	195.82	455.31	4672.7	4363.4
sp|Q16891|MIC60_HUMAN	32542	35269	1570.6	4316	37029	71594	3816.5	6875.5	79787	79653
sp|Q32MZ4|LRRF1_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q3MJ13|WDR72_HUMAN	7343.4	8207.9	794.32	1034.9	8631	21299	0	1755.2	25169	27116
sp|Q58FF8|H90B2_HUMAN	16177	18806	1618.1	2214.4	19451	41899	706.72	4622.6	49883	54660
sp|Q5SSJ5|HP1B3_HUMAN	22138	24847	0	2183.1	25183	25738	0	1642.9	27212	27253
sp|Q5T2N8|ATD3C_HUMAN;sp|Q9NVI7|ATD3A_HUMAN;sp|Q5T9A4|ATD3B_HUMAN	20299	22235	2189	2566.4	22948	29866	2977.1	3241.9	33182	33113
sp|Q5TZA2|CROCC_HUMAN	18291	19314	0	1662.9	21613	39889	0	3629.7	47747	44060
sp|Q6FI13|H2A2A_HUMAN;sp|Q16777|H2A2C_HUMAN	15534	16506	1831.2	1793.8	16547	18191	0	1755.1	19364	21023
sp|Q6IBS0|TWF2_HUMAN	9321.5	11277	1032.1	1565.3	13289	34274	0	3508.5	41303	43140
sp|Q6P2Q9|PRP8_HUMAN	13493	14182	927.13	1497.5	16373	31869	571.63	2684.3	35175	35992
sp|Q7KZF4|SND1_HUMAN	51327	55359	3466.5	5653.3	59539	128770	1298.7	11192	148730	147380
sp|Q7L2H7|EIF3M_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q7Z406|MYH14_HUMAN	19019	19508	961.01	2188.2	20484	16209	2129.2	1968.9	18958	18730
sp|Q86V81|THOC4_HUMAN	32539	34017	1023.2	3679.1	36217	50022	2497.5	5307.7	54013	53129
sp|Q86VP6|CAND1_HUMAN	3452.6	4941.5	389.06	612.54	5201.9	10070	895.09	912.08	12231	11969
sp|Q8N1F7|NUP93_HUMAN	11480	12162	1000.7	1570	13369	26581	0	2947.9	29386	28598
sp|Q8N1G4|LRC47_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q8N257|H2B3B_HUMAN	58283	65143	1005.9	8144.7	66157	45750	5627.5	4594.3	53308	56797
sp|Q8NBJ5|GT251_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q8NBS9|TXND5_HUMAN	16799	19648	911.18	2142.2	21573	60332	205.99	5259.4	71203	72256
sp|Q8NC51|PAIRB_HUMAN	36570	37838	3552.3	4210.6	39130	71519	2062.6	6099.2	75194	72050
sp|Q8NF37|PCAT1_HUMAN	5881.3	5738.2	765.24	614.51	4430.3	5537.4	518.12	572.19	6688.4	5569.5
sp|Q8TAQ2|SMRC2_HUMAN	8551.7	8721.6	834.81	1004.1	9669.9	17565	1431.4	1670.9	19498	18550
sp|Q8TDP1|RNH2C_HUMAN	2197.3	2981.8	358.54	406.63	3065.3	5760.6	544.69	931.13	7389.9	7439.3
sp|Q8TEM1|PO210_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q8WUD4|CCD12_HUMAN	16498	18065	1716.3	2357.9	19820	41401	0	4655.5	45607	46134
sp|Q8WUM4|PDC6I_HUMAN	42994	50012	5519.7	5963.6	55057	121630	762.33	11077	131960	130500
sp|Q8WWY3|PRP31_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q8WXX5|DNJC9_HUMAN	7920.3	9061.9	881.33	927.68	9348.1	17364	0	1997.2	20274	20199
sp|Q8WYJ6|SEPT1_HUMAN	4413.3	5321.5	492.74	539.67	6382.1	6305.9	995.8	573.48	6545.5	6511.6
sp|Q92522|H1X_HUMAN	16809	16840	2072.5	2370.1	18510	27793	0	3433.4	30752	29347
sp|Q92556|ELMO1_HUMAN	5270.8	5675.7	589.6	636.08	6453.4	12346	0	953.21	13618	12828
sp|Q92598|HS105_HUMAN	28125	31200	2398.8	3165.7	32235	64169	0	4950.4	70212	69033
sp|Q92688|AN32B_HUMAN	10272	11896	971.02	1576.7	13530	14856	1584.2	1642.5	17716	17672
sp|Q92841|DDX17_HUMAN	56457	60284	4751	6330.4	65220	114370	0	11271	132730	134330
sp|Q92888|ARHG1_HUMAN	21516	24997	1305.4	3216.7	27386	51346	1955.3	5708.6	55975	54289
sp|Q92945|FUBP2_HUMAN	66162	67798	5786.7	6026	74795	134350	783.16	12094	154640	142570
sp|Q92973|TNPO1_HUMAN;sp|O14787|TNPO2_HUMAN	5450.2	5717.1	587.3	853.11	5704.1	10294	691.23	1307.3	11350	11760
sp|Q92974|ARHG2_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q93009|UBP7_HUMAN	4293.8	5125.4	505.37	678.26	5310.7	8835.1	697.36	867.16	9530.6	10598
sp|Q93045|STMN2_HUMAN	53556	56018	1313.1	4718.8	58954	94241	0	7096.9	104440	102060
sp|Q93070|NAR4_HUMAN	26448	28889	2523.8	3930	30151	107010	0	8298.5	120410	117130
sp|Q969G3|SMCE1_HUMAN	1739.5	1643.3	0	203.28	1825.8	4640.3	266.18	380.85	5360.8	5768
sp|Q969H8|MYDGF_HUMAN	12466	13716	1204.8	2074.1	14450	55700	1306.1	4758.4	62575	67449
sp|Q96AE4|FUBP1_HUMAN;sp|Q96I24|FUBP3_HUMAN	57908	66833	1495.1	6726.9	67339	98418	1402.5	8660.8	109830	109390
sp|Q96AG4|LRC59_HUMAN	8996	10123	960.89	1497.4	11876	30651	0	3627.3	35668	37654
sp|Q96AT1|K1143_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q96C19|EFHD2_HUMAN;sp|Q9BUP0|EFHD1_HUMAN	22740	26813	1281.5	3629.1	27910	86996	0	8114.6	100130	103260
sp|Q96CW1|AP2M1_HUMAN	7713	7474.5	729.2	716.98	7717.6	8752.7	598.31	639.71	10123	8921.1
sp|Q96EP5|DAZP1_HUMAN	2165.6	2745.5	281.26	172.5	2758.4	4733.5	357.42	450.62	6056.8	5341.4
sp|Q96FW1|OTUB1_HUMAN	3816.7	4552.2	424.98	706.25	5428.6	21124	0	2498.5	27313	25653
sp|Q96IU4|ABHEB_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q96KP4|CNDP2_HUMAN	49493	53249	3917.8	6143.4	57849	96168	2890.8	9059.6	109480	107200
sp|Q96QK1|VPS35_HUMAN	6048.1	7275.6	689.68	1051.1	8748.1	26652	753.11	2551.2	29658	34549
sp|Q96SB4|SRPK1_HUMAN	5397.3	5890.5	627.04	1024.6	7149.1	19145	0	2734.7	22030	27302
sp|Q99426|TBCB_HUMAN	8746.4	9153.1	782.14	685.72	9309.6	9551.3	0	683.54	10164	9652.7
sp|Q99436|PSB7_HUMAN	1553.6	1845	73.676	268.89	1845.5	4800.4	143.52	332.45	5245.3	5315.3
sp|Q99471|PFD5_HUMAN	25381	28104	1139.8	2960.1	29648	59302	0	5619.7	65498	65771
sp|Q99497|PARK7_HUMAN	99040	107030	5119.4	11393	115800	279570	3986.1	19631	322890	315540
sp|Q99536|VAT1_HUMAN	5172.5	5638.5	672.64	620.53	5607.2	10089	650.17	1057.7	12305	12026
sp|Q99623|PHB2_HUMAN	7482.2	8498	1130.7	1116.7	9173.2	16577	197.78	1886.3	19095	18244
sp|Q99714|HCD2_HUMAN	2969.8	3413	98.83	382.58	3600.5	7010.2	509.12	626.01	9175.7	9265.1
sp|Q99719|SEPT5_HUMAN	26940	30516	0	2280	32805	47079	0	3274.7	53340	54025
sp|Q99729|ROAA_HUMAN	17208	21424	2492.9	2830.8	24711	38945	1175.7	3849	44604	45291
sp|Q99733|NP1L4_HUMAN	5309.7	6386.3	630.24	730.32	6424.6	13754	1138.3	1349.1	15821	15804
sp|Q99832|TCPH_HUMAN	92436	97600	7089.7	11981	104360	201430	5084.7	18256	225900	218860
sp|Q99880|H2B1L_HUMAN;sp|Q96A08|H2B1A_HUMAN	462200	519550	26976	48773	514360	641310	16991	48825	725370	742190
sp|Q9BQ61|TRIR_HUMAN	5337.4	7817	564.68	581.65	8283.8	9865	811.39	1019.9	13702	7789.9
sp|Q9BRA2|TXD17_HUMAN	20591	23231	0	2182.4	23166	33910	0	2683.6	37608	38022
sp|Q9BTT0|AN32E_HUMAN	27232	33199	734.06	3724.7	35285	83033	0	8622.1	97095	97454
sp|Q9BUJ2|HNRL1_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q9BVC6|TM109_HUMAN	27813	33009	2591.5	3495.4	33154	43817	0	4158.7	53095	52254
sp|Q9BXP5|SRRT_HUMAN	21687	23774	3040.5	3124	27330	39454	3276.4	4200	38847	36959
sp|Q9BZP6|CHIA_HUMAN	10063	10075	0	1073	11699	25492	0	1558	23206	22524
sp|Q9H0U4|RAB1B_HUMAN;sp|Q92928|RAB1C_HUMAN	11922	13599	1274.8	1291.1	14885	15492	1685.5	1408.5	15492	14233
sp|Q9H1E3|NUCKS_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q9H299|SH3L3_HUMAN	46517	47978	2387.1	5796.7	52795	117500	575.81	10074	128430	124860
sp|Q9H3K6|BOLA2_HUMAN	4687.9	5195.3	706.42	583	5800.2	10344	811.2	1058.8	9608.5	9661.8
sp|Q9H3N1|TMX1_HUMAN	13033	14075	0	1495	14906	24329	0	2088.2	29756	25306
sp|Q9H4A4|AMPB_HUMAN	10162	11095	1138	1369.8	11917	22105	1474.5	2011.3	24251	22743
sp|Q9H6D7|HAUS4_HUMAN	39927	44472	1080.1	4292.6	42790	163480	3548.1	3879.8	183320	195510
sp|Q9H7B2|RPF2_HUMAN	7114.9	7701.5	695.8	908.62	8298.6	18900	0	1608.2	23744	21249
sp|Q9H8M2|BRD9_HUMAN	13959	15880	1596.7	2296.8	16551	50648	0	4758.7	57575	56391
sp|Q9HAV7|GRPE1_HUMAN	19708	22290	2157.1	2712.2	23458	49528	0	5035.3	53490	53548
sp|Q9HB71|CYBP_HUMAN	44555	48935	745.43	4821	54076	105260	1064.9	9299.3	118430	129110
sp|Q9HDC9|APMAP_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q9NQ29|LUC7L_HUMAN;sp|Q9Y383|LC7L2_HUMAN	11262	10298	909.62	1570.3	11567	27469	240.03	2341.8	30216	31343
sp|Q9NQP4|PFD4_HUMAN	7957	9041.8	833.32	735.67	9241.4	18499	0	1570.8	20834	20973
sp|Q9NR30|DDX21_HUMAN;sp|Q9BQ39|DDX50_HUMAN	25517	28973	3024.5	3386.4	32822	68446	466.72	6789.6	77517	77679
sp|Q9NR45|SIAS_HUMAN	6414.4	7974.2	527.25	774.41	8370.9	17857	0	1886.5	19605	19626
sp|Q9NR56|MBNL1_HUMAN	10708	10854	1214.1	1383.2	11423	32145	0	3681	33893	33741
sp|Q9NRX4|PHP14_HUMAN	14278	14910	1540.5	1209.8	17147	20618	0	1561.9	23138	21358
sp|Q9NSD9|SYFB_HUMAN	8158.2	10269	536.74	978.12	9745.5	18694	1249.8	1679.3	22054	21830
sp|Q9NT62|ATG3_HUMAN	4909.1	6215.5	274.88	557.18	6766.3	16224	0	1127.8	18758	19111
sp|Q9NTK5|OLA1_HUMAN	25060	26407	2680.6	3347.4	28776	78850	0	8099.6	86251	87789
sp|Q9NUQ9|FA49B_HUMAN	2978.8	3862.3	309.83	478.8	3767.5	6312.3	576.09	648.82	6786.1	6916
sp|Q9NX63|MIC19_HUMAN	43332	44219	0	4169.7	47541	84502	0	6360.4	93105	91427
sp|Q9NYF8|BCLF1_HUMAN	42072	44523	3498.5	5742.3	46399	88641	3266.8	9310	99781	96419
sp|Q9NYU2|UGGG1_HUMAN	16137	16838	0	1395.9	16478	22453	0	2147.2	24865	26241
sp|Q9P0L0|VAPA_HUMAN	7549.1	8667.9	964.45	1155.5	8900.2	19113	0	1784	20561	20865
sp|Q9P1F3|ABRAL_HUMAN	4813.8	5852.6	617.55	901.8	6726.5	12536	0	1674.4	14621	14931
sp|Q9P258|RCC2_HUMAN	50294	51523	902.43	5015.4	61652	71947	1019.3	6435.5	79652	75719
sp|Q9P2E9|RRBP1_HUMAN	51687	52779	4646.8	6151.5	55816	154530	1611.6	12974	170320	176580
sp|Q9P2J5|SYLC_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q9UBE0|SAE1_HUMAN	6485	7659.2	719.48	965.26	10912	27124	0	2157.5	29037	27535
sp|Q9UBF2|COPG2_HUMAN;sp|Q9Y678|COPG1_HUMAN	5537.2	6093.7	739.41	1245.5	6897.7	30768	0	3164.1	37103	36613
sp|Q9UBR2|CATZ_HUMAN	15169	16760	660.74	1666.7	16175	48096	0	4363.5	54639	56498
sp|Q9UHB9|SRP68_HUMAN	13510	13729	1505.1	2215.5	15198	23681	540.89	3137.9	27649	25347
sp|Q9UHD8|SEPT9_HUMAN	18350	18489	0	1752.1	19550	17128	0	1973.8	17965	17856
sp|Q9UHV9|PFD2_HUMAN	4214.1	5296.1	569.5	589.19	6541.4	13849	0	1142.6	16261	16480
sp|Q9UHX1|PUF60_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q9UI08|EVL_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q9UI30|TR112_HUMAN	2876.8	3101.7	362.05	285.37	3017.1	5747.2	329.41	528.07	6569	6950.5
sp|Q9UII2|ATIF1_HUMAN	24917	26928	767.17	2654.5	27982	48222	0	4462.5	52610	50517
sp|Q9UJS0|CMC2_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q9UJZ1|STML2_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q9UKK9|NUDT5_HUMAN	26643	31353	1332.5	2890.2	35101	60846	1468.5	5998.8	69527	72723
sp|Q9UKM9|RALY_HUMAN	76466	80593	1173.3	7037.2	86897	96374	1850.8	8114.5	106020	104650
sp|Q9UKV3|ACINU_HUMAN	2809.8	2284.8	130.23	356.5	2187.4	3527.3	169.08	341.39	3667.3	3250.8
sp|Q9ULV4|COR1C_HUMAN	10873	12230	774.57	1166.9	14056	25242	0	2525.1	30234	29873
sp|Q9UN86|G3BP2_HUMAN	19924	19917	2158.3	2735.4	21389	54157	0	6082.5	60147	59068
sp|Q9UNM6|PSD13_HUMAN	3034.2	3046.1	271.28	458.01	3198.3	6309.8	388.52	497.97	7392.5	7097.1
sp|Q9UNN5|FAF1_HUMAN	9869.1	10529	0	1111.4	11022	23017	0	2116.5	26150	24206
sp|Q9UNZ2|NSF1C_HUMAN	19245	20102	1986.4	2457.2	21398	49554	575.8	4449.4	53620	54007
sp|Q9UQ80|PA2G4_HUMAN	75620	80501	6114.1	9429.3	86093	201860	1812.1	18194	222380	223590
sp|Q9UQE7|SMC3_HUMAN	1268.6	1484.3	56.657	184.75	1178.5	4538.7	195.44	385.89	5062	5190.3
sp|Q9Y224|RTRAF_HUMAN	18964	19720	613.02	1947.2	20173	34353	788.04	3337.4	37736	36620
sp|Q9Y230|RUVB2_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q9Y241|HIG1A_HUMAN	2745.6	2614.2	170.94	210.09	2963.8	6294.7	399.55	515.34	7142.3	6632.9
sp|Q9Y265|RUVB1_HUMAN	11558	12176	0	1299.8	13059	27785	0	2025.6	30627	30727
sp|Q9Y266|NUDC_HUMAN	79823	89215	3893.2	9835.6	95039	156290	3281.2	13439	168800	167260
sp|Q9Y285|SYFA_HUMAN	3369.8	3981.4	193.44	404.6	4355.5	7263.6	524.33	701.81	8167.8	8548.9
sp|Q9Y2B0|CNPY2_HUMAN	3225.5	3450.7	323.6	499.83	4391.4	7217.9	537.4	721.66	9034.2	8320.8
sp|Q9Y2G3|AT11B_HUMAN	35442	46271	0	2629	47182	35181	1601.1	2082.2	40384	40024
sp|Q9Y2T3|GUAD_HUMAN	9665.7	9449.6	936.89	1441.5	9834.3	62478	0	5015	75451	75436
sp|Q9Y2V2|CHSP1_HUMAN	4046.3	5504.8	358.85	680.9	6636.5	12029	0	989.99	15382	15730
sp|Q9Y2W1|TR150_HUMAN	6941.9	6884.4	563.88	946.85	6986.9	12096	825.17	1099.6	13079	12332
sp|Q9Y333|LSM2_HUMAN	8966	11306	0	1243.6	11499	23091	1618.8	2269.2	27541	26063
sp|Q9Y3B8|ORN_HUMAN	2873.5	4001.4	270.56	529.81	3502.4	12226	0	961.86	15825	15275
sp|Q9Y3C8|UFC1_HUMAN	14725	16701	0	1600	18741	33312	0	2585.9	25238	24197
sp|Q9Y3F4|STRAP_HUMAN	17786	18845	679.05	1804.9	20174	42834	0	3462.4	47568	47835
sp|Q9Y3Y2|CHTOP_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q9Y490|TLN1_HUMAN	32401	39044	1380.7	4027.4	40588	105450	905.41	10063	123360	123060
sp|Q9Y4L1|HYOU1_HUMAN	6291.7	7790.5	804.03	797.51	9417.9	12111	705.75	1140.6	14947	14573
sp|Q9Y4Y9|LSM5_HUMAN	5776.5	7135.6	646.65	994.53	7115.6	18553	1124.2	2325.6	23381	20297
sp|Q9Y520|PRC2C_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q9Y5B9|SP16H_HUMAN	42676	41457	4108.5	5136	45103	70254	1960.9	6275.1	74311	71909
sp|Q9Y5J7|TIM9_HUMAN	5509.6	5695.8	581.63	683.58	6195.9	10685	0	1287	12602	12396
sp|Q9Y5L4|TIM13_HUMAN	3011	3383.7	349.87	444.08	4090.4	7034	681.55	771.74	8132.8	8617.4
sp|Q9Y5S9|RBM8A_HUMAN	4522.5	4919.4	665.27	662.42	5078.2	7523.3	0	821.17	8804.7	7687
sp|Q9Y696|CLIC4_HUMAN	9389.2	12254	921.75	1333.6	11782	25013	0	2069.2	27159	24138
sp|Q9Y6E2|BZW2_HUMAN	1776.9	1779.6	225.56	365.85	2141.9	13871	0	1252.8	16714	17481
sp|Q9Y6W5|WASF2_HUMAN	0	0	0	0	0	0	0	0	0	0
sp|Q9Y6Y8|S23IP_HUMAN	0	0	0	0	0	0	0	0	0	0
