Protein IDs	Reporter intensity corrected 0 MS3_1	Reporter intensity corrected 1 MS3_1	Reporter intensity corrected 2 MS3_1	Reporter intensity corrected 3 MS3_1	Reporter intensity corrected 4 MS3_1	Reporter intensity corrected 5 MS3_1	Reporter intensity corrected 6 MS3_1	Reporter intensity corrected 7 MS3_1	Reporter intensity corrected 8 MS3_1	Reporter intensity corrected 9 MS3_1	Reporter intensity corrected 0 MS3_2	Reporter intensity corrected 1 MS3_2	Reporter intensity corrected 2 MS3_2	Reporter intensity corrected 3 MS3_2	Reporter intensity corrected 4 MS3_2	Reporter intensity corrected 5 MS3_2	Reporter intensity corrected 6 MS3_2	Reporter intensity corrected 7 MS3_2	Reporter intensity corrected 8 MS3_2	Reporter intensity corrected 9 MS3_2	Reporter intensity 0 MS3_1	Reporter intensity 1 MS3_1	Reporter intensity 2 MS3_1	Reporter intensity 3 MS3_1	Reporter intensity 4 MS3_1	Reporter intensity 5 MS3_1	Reporter intensity 6 MS3_1	Reporter intensity 7 MS3_1	Reporter intensity 8 MS3_1	Reporter intensity 9 MS3_1	Reporter intensity 0 MS3_2	Reporter intensity 1 MS3_2	Reporter intensity 2 MS3_2	Reporter intensity 3 MS3_2	Reporter intensity 4 MS3_2	Reporter intensity 5 MS3_2	Reporter intensity 6 MS3_2	Reporter intensity 7 MS3_2	Reporter intensity 8 MS3_2	Reporter intensity 9 MS3_2
sp|Q9CQ75|NDUA2_MOUSE	0	0	0	0	0	0	0	0	0	852.25	0	0	489.73	0	0	0	0	0	0	2774.3	0	0	0	0	0	0	0	0	0	852.25	0	0	458.98	0	0	0	0	0	0	2662.1
sp|Q9CQ92|FIS1_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243.39	0	0	4170.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229.4	0	0	3969.7
sp|Q9CQA3|SDHB_MOUSE	2044.5	2304.8	2335.6	2796.6	2887.6	2565.6	2934.6	0	2369.3	59278	266.26	0	361.83	379.78	511.55	417.41	503.21	0	321.35	10692	1935.8	2176.1	2342	2837.7	2897.9	2650.3	2969.4	1029.8	2334.8	55797	252.31	0	360.66	367.37	510	431.61	507.65	0	324.79	10068
sp|Q9CQB5|CISD2_MOUSE	0	0	0	0	263.75	0	0	0	0	3812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248.35	0	0	0	0	3589.4	0	0	0	0	0	0	0	0	0	0
sp|Q9CQC6|BZW1_MOUSE	0	0	0	0	0	0	0	0	0	6528.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6528.7	0	0	0	0	0	0	0	0	0	0
sp|Q9CQE8|CN166_MOUSE	1252.4	291.32	1432.7	1884.4	2282.2	1782.1	1653.5	2.113	1734.6	40013	1642.6	1833.7	1302.6	941.67	1501.1	2344.7	3186.9	16.675	1932.4	31002	1185.8	275.51	1441.5	1836	2257	1843.9	1715.5	568.03	1708.1	37677	1553	1727.1	1336.8	996.47	1534.2	2314.3	3128.6	605.07	1959.9	29188
sp|Q9CQF3|CPSF5_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435.92	0	343.3	6146.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420.26	0	342.67	5787.6
sp|Q9ERL7|GMFG_MOUSE;sp|Q9CQI3|GMFB_MOUSE	260.02	390.67	273.04	461.57	628.63	597.36	605.88	0	584.66	11164	0	353.87	0	529.68	0	513.16	320.48	0	0	5882.4	246.1	369.45	278.5	471.78	616.6	606.19	617.24	355.9	577.79	10512	0	335.29	0	532.86	0	519.75	302.05	0	0	5538.9
sp|Q9CQI6|COTL1_MOUSE	567.65	361.78	0	0	654.19	1005.6	426.91	0	434.01	9753.1	484.84	513.99	376.6	1045.7	1487.8	1394.2	1102.6	0	1262.7	19169	535.01	339.7	0	0	622.04	968.86	445.67	0	427.94	9183.7	458.37	488.58	398.32	1046.9	1438.9	1395.7	1145.2	258.27	1239.1	18041
sp|Q9CQI7|RU2B_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1247.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1247.9
sp|Q9CQM9|GLRX3_MOUSE	0	330.55	331.05	648.68	387.11	887.83	309.96	0	426.17	11077	0	0	0	0	0	0	0	0	0	0	0	314.07	314.86	650.47	388.55	888.54	322.4	335	415.57	10430	0	0	0	0	0	0	0	0	0	0
sp|Q9CQN1|TRAP1_MOUSE	3973.6	4086.2	3073.1	3860.1	4274.1	3693.2	2544.6	373.73	1812	85232	1966.1	2835.3	2162.2	2331.5	2406.3	2085.3	805.07	0	1044.1	44437	3756.7	3855.2	3122.5	3974.6	4241.3	3775.3	2637.7	2633.7	1793.8	80257	1860.1	2675.6	2165.9	2416.5	2388.7	2146.8	902.93	388.15	1020	41956
sp|Q9CQQ7|AT5F1_MOUSE	3310.1	3138.1	3239.2	2898.8	2445.3	1724.5	3430.4	0	3645.2	77207	3349.8	2728.3	3509.2	2212.7	1633.6	2065	3231.6	0	2962.4	60456	3132	2963.1	3241.7	2919.9	2542.5	1872.1	3423	1507.4	3587.6	72689	3170.4	2570.6	3504.5	2301	1790.9	2159.9	3205.4	520.37	2934.4	56919
sp|Q9CQR2|RS21_MOUSE	1740.5	1945.9	1960.9	3221.7	3223.7	3010.4	2093.1	0	2289.4	52238	3463.3	3472.6	4276.3	4461.4	5425.6	5305.4	2878.8	0	3461.7	87396	1647.8	1845.5	1975.2	3226.7	3181.1	3072.3	2190.3	521.96	2250.6	49160	3280.2	3286.1	4268.6	4534	5402.6	5356.9	3025.3	1198.7	3391	82255
sp|Q9CQR4|ACO13_MOUSE	1007.6	1178.5	1084.6	222.48	829.57	428.3	865.48	0	993.73	19470	1227.9	1432.9	1810.5	438.1	373.52	785.79	1138.4	0	1009.8	19326	953.78	1107.8	1084.6	290.09	857.53	447.86	882.77	329.29	975.07	18327	1164.1	1348	1773.4	516.13	474.59	798.67	1118.6	0	1001.8	18198
sp|Q9CQS8|SC61B_MOUSE	0	0	0	0	0	0	0	0	0	0	383.12	624.96	774.65	667.55	232.3	302.77	291.35	0	571.5	12383	0	0	0	0	0	0	0	0	0	0	363.99	590.62	750.99	676.96	268.86	338.45	301.41	319.99	552.02	11658
sp|Q9CQU0|TXD12_MOUSE	918.74	988.15	892.81	974.21	715.45	690.23	1580.5	0	1371.4	20676	3222.5	3419.1	2480.4	3283.3	2161.7	2600.5	5145.8	83.527	6010.2	74665	869.27	933.39	899.96	996.58	748.55	731.65	1561.5	406.35	1362	19463	3044.4	3229.1	2542	3368.5	2215	2734.4	5118.3	1527.4	5893.6	70286
sp|Q9CQU3|RER1_MOUSE	776.24	822.94	1577.4	670.28	1078	1269.7	1989	0	1445.1	28513	0	0	0	0	0	0	0	0	0	0	737.53	776.54	1537.9	707.17	1135.8	1280	1966	618.6	1448.9	26841	0	0	0	0	0	0	0	0	0	0
sp|Q9CQV8|1433B_MOUSE	1110.3	1742.7	1268.1	1035.4	1678.6	1468.8	1178.4	0	1095.1	31893	2830.1	1970	2844.9	3021.2	2156.5	2922.4	2957.3	25.227	3058.5	73192	1051.2	1642.2	1271.9	1113.2	1672.1	1488.7	1221.2	225.17	1084.1	30020	2675	1862.4	2831.5	3031.6	2188.7	2996.9	2952.4	1646.1	3013.6	68920
sp|Q9CQW2|ARL8B_MOUSE;sp|Q8VEH3|ARL8A_MOUSE	547.56	620.61	334.8	289.88	0	529.69	872.02	106.33	522.3	8834.1	1420.2	507.22	720.97	1035.9	1182.1	1084	282.07	0	0	20231	517.33	584.38	346.9	321.68	0	531.56	836.18	389.25	530.19	8320.8	1341.3	479.04	736.06	1032.1	1159.3	1108.9	301.87	0	0	19050
sp|Q9CQW9|IFM3_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	253.88	0	0	0	0	0	1601.3	0	0	0	0	0	0	0	0	0	0	0	0	0	241.11	0	0	0	0	0	1507.8
sp|Q9CQX2|CYB5B_MOUSE	0	0	323.27	0	0	0	0	0	0	2542.3	0	0	0	0	0	0	0	0	0	413.32	0	0	302.97	0	0	0	0	0	0	2393.9	0	0	0	0	0	0	0	0	0	413.32
sp|Q9CQZ5|NDUA6_MOUSE	1166.5	1483.5	1349.5	921.77	1025.4	676.67	699.91	0	651.5	22307	0	0	0	0	0	0	0	0	0	0	1104.5	1398.2	1343.8	976.79	1055	719.74	726.75	468.5	644.89	20999	0	0	0	0	0	0	0	0	0	0
sp|Q9CQZ6|NDUB3_MOUSE	0	0	0	0	0	0	0	0	0	0	251.1	0	305.48	0	0	0	0	0	0	4468.9	0	0	0	0	0	0	0	0	0	0	237.81	0	300.73	0	0	0	0	0	0	4208
sp|Q9CR16|PPID_MOUSE	1158.6	848.12	990.74	5878.3	6525.7	6411.2	3802.2	24.367	3918.9	85902	610.22	1229	1227.5	6893.5	7329.2	6377.7	4232.4	0	5040.1	96496	1095.7	817.61	1035.3	5737.2	6257.1	6481.1	4004.3	1581.1	3851.5	80882	577.67	1175.1	1245.6	6724	7034.4	6506.5	4412.9	2098.5	4938.8	90962
sp|Q9CR51|VATG1_MOUSE	1295.9	1470.6	1405.7	776.71	834.61	873.01	344.94	5.2955	0	15852	749.25	662.68	334.56	465.64	707.14	0	0	67.56	0	7319.7	1226.7	1385.3	1401.2	841.4	873.43	889.74	365.19	516.59	0	14927	707.42	624.88	363.96	482.65	685.61	0	0	285.7	0	6893.9
sp|Q9CR57|RL14_MOUSE	13278	11349	10252	3445.5	4623.6	4921.1	4045.8	0	3595.5	136880	8654.6	7534	8173.9	3191.2	3415.6	4074.1	1539.3	46.029	2916.1	84429	12553	10676	10427	4043.8	5015.7	5047.1	4133.7	3105	3566.7	128860	8187.6	7092.3	8196.5	3555.8	3721.9	4144.8	1626.6	2126.8	2818.9	79487
sp|Q9CR62|M2OM_MOUSE	6329.7	6497.1	6016.2	7812	7930	8782.1	9123.5	0	8229.8	153260	0	0	0	0	0	0	0	0	0	0	5986.6	6145	6101.7	7956.4	7950.4	8921	9205.2	2685.8	8140.5	144280	0	0	0	0	0	0	0	0	0	0
sp|Q9CR64|KISHA_MOUSE	0	0	239.91	407.36	905.64	612.34	736.04	0	0	11462	378.19	0	0	447.16	545.83	424.06	287.52	0	0	8906.7	0	0	232.82	396.7	876.65	615.62	724.24	0	0	10793	356.45	0	0	431.47	517.75	437.55	297.2	0	0	8386.8
sp|Q9CR68|UCRI_MOUSE	3404.8	3405.6	3185.4	1150.9	1126.9	1148.2	2619.4	0	2397.4	49188	0	0	0	0	0	0	0	0	0	0	3221	3204.3	3197.7	1319.3	1286	1223.9	2588.6	1117.3	2374.9	46306	0	0	0	0	0	0	0	0	0	0
sp|Q9CRB9|MIC19_MOUSE	341.79	0	0	0	0	0	0	0	0	3302.9	839.69	937.18	1120	0	302.21	0	597.04	0	474.68	10567	322.14	0	0	0	0	0	0	0	0	3110.1	795.61	879.98	1102.2	0	359.02	0	590.23	0	473.56	9950.5
sp|Q9CRD2|EMC2_MOUSE	0	0	0	0	0	0	0	0	0	0	0	335.95	0	0	0	0	0	0	0	2609.7	0	0	0	0	0	0	0	0	0	0	0	315.44	0	0	0	0	0	0	0	2457.3
sp|Q9D7G0|PRPS1_MOUSE;sp|Q9CS42|PRPS2_MOUSE	442.61	0	384.95	985.56	528.1	786.88	1145.4	19.196	589.17	13723	0	0	0	0	348.01	281.42	238.75	0	0	4647.7	418.61	0	393.85	948.6	535.67	813.82	1121.1	462.51	604.93	12923	0	0	0	0	330.84	274.75	241.73	0	0	4376.4
sp|Q9CSN1|SNW1_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	575.09	754.43	434.77	423.19	244.3	0	317.96	9193.2	0	0	0	0	0	0	0	0	0	0	0	0	543.94	723.26	446.87	450.97	259.84	0	310.6	8656.5
sp|Q9CT10|RANB3_MOUSE	0	0	0	0	0	0	0	0	0	1748.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1748.7	0	0	0	0	0	0	0	0	0	0
sp|Q9CU62|SMC1A_MOUSE	403.08	359.1	222.25	547.23	626.59	1568.3	676.87	119.79	1697	21184	0	0	0	0	0	0	0	0	0	4293.7	379.91	340.3	208.29	556.53	594.01	1547.4	714.52	633.84	1631.1	19949	0	0	0	0	0	0	0	0	0	4293.7
sp|Q9CUN6|SMUF1_MOUSE	391.88	398.67	783.5	288.13	416.17	0	524.69	0	587.97	9241	0	280.22	0	0	0	0	0	0	407.53	6185.8	372.29	375.98	762.13	297.96	445.62	0	530.61	0	577.47	8701.5	0	263.11	0	0	0	0	0	0	384.82	5824.7
sp|Q9CVB6|ARPC2_MOUSE	2765.3	2448.8	1951.4	4800.3	3876.4	3840.1	3584.8	0	4172.9	80947	2151.9	2542.8	3131.9	5335.8	6711.1	6422.9	3306	166.4	3698	87734	2613.7	2323.7	2031	4769.8	3816.6	3986.4	3679.1	1683.4	4079.6	76237	2039	2413	3122.7	5325.6	6551.3	6471.4	3515.3	2170	3632.2	82607
sp|Q9CW03|SMC3_MOUSE	0	0	0	0	0	0	0	0	0	2678.6	0	0	0	267.84	0	0	278.85	0	428.87	11130	0	0	0	0	0	0	0	0	0	2678.6	0	0	0	254.35	0	0	262.82	0	404.97	10718
sp|Q9CWJ9|PUR9_MOUSE	979.79	893.29	1539.9	2402.7	2588.2	3371.7	1215.5	38.177	1917.3	46884	547.26	0	892.78	1845.9	871.78	1746.2	1690.9	0	739.84	25979	925.81	844.69	1498.3	2390.5	2545.9	3372.1	1302.5	784.41	1862	44417	519.14	0	880.4	1781.1	896.61	1777.7	1655.8	372.28	737.85	24570
sp|Q9CWK8|SNX2_MOUSE;sp|Q9WV80|SNX1_MOUSE	0	0	0	711.87	475.38	0	287.85	0	0	8908.1	0	0	0	495.87	0	0	0	0	666.36	7510.9	0	0	0	676.04	447.63	0	271.3	0	0	8388.1	0	0	0	470.91	0	0	0	0	629.23	7157.8
sp|Q9CWZ3|RBM8A_MOUSE	0	0	0	0	0	0	0	0	0	1831.1	549.86	285.71	751.92	428.4	512.38	557.45	1116	0	1140.2	18090	0	0	0	0	0	0	0	0	0	1831.1	521.06	270.71	743.73	433.23	542.41	571.54	1100.2	0	1124	17034
sp|Q9CX34|SGT1_MOUSE	0	0	0	0	0	0	0	0	0	1197.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1197.9	0	0	0	0	0	0	0	0	0	0
sp|Q9CX56|PSMD8_MOUSE	1430	1183	1602.1	2367	2083.1	2040.3	1706.9	0	1551.7	41291	1026.4	761.67	1412.7	1891.9	2140.8	2005	1025.4	0	1138	29799	1353.8	1124.3	1608.5	2352.8	2080.1	2106.5	1751.3	905.34	1537.6	38871	972.67	725.96	1407.1	1875.4	2113.8	2032.9	1100.4	768.84	1118.1	28054
sp|Q9CX86|ROA0_MOUSE	65005	54517	53977	54250	55325	60577	81617	0	72120	1407000	32922	33244	31982	23135	21544	20607	41681	279.97	43722	614630	61470	51499	55031	55820	56428	62085	81556	25784	71563	1324400	31149	31347	32168	24331	22766	21491	41516	8992.7	43054	578510
sp|Q9CXI5|MANF_MOUSE	3584	4153.3	3961.6	3109.2	3551.3	3084.3	2289.6	0	1176.3	72988	2148.6	2696.1	2640.4	2279.1	2424.1	2261.9	1696	0	1908.4	40982	3392.8	3917.5	3959.9	3255.8	3609.2	3183.4	2360.7	653.32	1189.9	68712	2035	2544.5	2626.4	2365.2	2462.6	2310.3	1767.2	824.57	1874	38577
sp|Q9CXT8|MPPB_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	356.69	0	0	0	0	0	2292.9	0	0	0	0	0	0	0	0	0	0	0	0	0	338.74	0	0	0	0	0	2159
sp|Q9CXW3|CYBP_MOUSE	1153	866.43	1122	4262.6	5152	3849.9	1846	0	2583.8	61764	0	0	0	0	0	0	0	0	0	0	1090.9	837.84	1174.7	4162.8	4944.2	3930.3	2058.1	847.45	2518.2	58130	0	0	0	0	0	0	0	0	0	0
sp|Q9CXW4|RL11_MOUSE	19617	16367	17091	23687	21256	19797	14678	1714.8	11174	372310	4702.1	4204.7	5687.6	7197.9	8312.5	7446.3	5619.8	0	5566.7	115210	18553	15503	17393	23812	21229	20490	15161	13469	11174	350610	4453.1	3989.1	5697.5	7211.8	8242.4	7551.6	5848.3	1855.8	5495	108440
sp|Q9CXY6|ILF2_MOUSE	693.09	819.22	646.65	1165.7	1443.4	1065.7	2426.3	0	2220.3	29901	0	0	0	0	0	0	0	0	0	0	655.67	775.86	665.42	1174.2	1431.4	1106.3	2416.9	0	2199.5	28444	0	0	0	0	0	0	0	0	0	0
sp|Q9CXZ1|NDUS4_MOUSE	1549.6	1316.1	967.15	1306.9	985.8	845.8	276.46	0	690.16	22937	392.09	524.21	1298.2	345.8	383.2	367.78	521.69	0	0	15042	1464.2	1243.2	1006.2	1335.1	989.65	896.4	326.81	373.28	663.44	21590	373.02	494.19	1244.2	366.3	422.41	385.17	510.09	0	0	14164
sp|Q9CY27|TECR_MOUSE	1010.1	922.83	1171.1	3024.9	2734.9	2427.2	692.83	0	528.58	34507	350.7	673.05	612.94	802.46	1395.4	1153.3	312.88	182.24	413.98	17033	956.4	883.74	1185.2	2968	2654	2491.6	798.81	938.99	528.51	32488	332.83	636.54	609.66	806.7	1354.6	1155.7	373.24	660.28	404.18	16042
sp|Q9CY50|SSRA_MOUSE	9281.8	6696.1	8309.6	10899	9272.4	10118	5948.5	0	5666.4	178160	5192.5	4669.3	4743.2	5865.1	6249.6	5792.8	4092.5	0	2913.6	105900	8779.3	6349.5	8428.7	10922	9305.6	10355	6206.9	3231.9	5589.6	167700	4911.7	4417.8	4816.4	5939	6221.6	5920.1	4180.9	1746	2924.8	99692
sp|Q9CY58|PAIRB_MOUSE	8101.9	7949.7	7160.8	12945	12382	13074	6413.2	50.439	6815.4	199780	7736.4	6684.9	7023.5	7648.7	8231.1	7269.1	5256.2	124.84	4398.6	135870	7663	7538.3	7316.5	12989	12168	13258	6825.8	4312.1	6690	188060	7317.9	6320.5	7081.8	7781.5	8238.8	7458.9	5469.7	3470.9	4365.1	127920
sp|Q9CYA0|CREL2_MOUSE	0	0	0	0	0	0	0	0	0	1151.3	0	0	0	0	0	0	0	0	0	557.85	0	0	0	0	0	0	0	0	0	1151.3	0	0	0	0	0	0	0	0	0	557.85
sp|Q9CYD3|CRTAP_MOUSE	0	0	0	0	0	0	0	0	0	0	760.74	703.43	695.2	0	0	0	764.04	0	535.55	9826.9	0	0	0	0	0	0	0	0	0	0	719.61	660.5	696.72	0	0	0	734.78	0	538.12	9253.2
sp|Q9CYL5|GAPR1_MOUSE	0	0	0	0	0	0	0	0	0	3803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3803	0	0	0	0	0	0	0	0	0	0
sp|Q9CYN2|SPCS2_MOUSE	445.93	281.33	533.31	515.28	844.61	583.93	404.01	0	0	8295.1	0	0	0	0	0	0	0	0	0	0	422.29	267.09	534.97	515.9	832.12	590.41	421.34	262.57	0	7810.6	0	0	0	0	0	0	0	0	0	0
sp|Q9CYR0|SSBP_MOUSE	0	0	0	0	0	0	0	0	0	937.06	495.04	0	0	259.01	287.38	0	0	0	0	4882	0	0	0	0	0	0	0	0	0	937.06	466.57	0	0	245.97	270.6	0	0	0	0	4596.9
sp|Q9CYZ2|TPD54_MOUSE	0	0	0	0	0	0	0	0	0	0	1241.2	1423.5	1311.8	490.54	752.23	1450.6	1243.4	0	1598.5	25954	0	0	0	0	0	0	0	0	0	0	1174.7	1339.4	1310.9	536.69	803.69	1438.9	1251.8	611.2	1562.2	24434
sp|Q9CZ13|QCR1_MOUSE	5297.9	4678.4	4584.1	2716.4	2341.5	2832.6	3110.4	0	3054.9	81459	2678.2	1532.9	2082	1066.1	626.54	1182.8	1374.8	0	926.23	35104	5009.6	4408.4	4613.6	2910.7	2480.9	2920.5	3127.7	1495.7	3004.9	76686	2530	1445.4	2054	1125	629.05	1218.5	1336.6	0	920.54	33054
sp|Q9CZ30|OLA1_MOUSE	0	0	0	654.64	554.05	376.03	550.55	0	841.94	11575	0	0	0	0	0	0	0	0	0	0	0	0	0	627.73	529.76	406.44	568.56	0	818.38	10899	0	0	0	0	0	0	0	0	0	0
sp|Q9CZ44|NSF1C_MOUSE	0	664.52	494	522.35	298.68	321.19	758.04	0	838.9	12132	0	0	0	0	0	292.61	0	0	0	6479.7	0	626.94	467.5	541.78	321.2	348.92	751.77	314.56	824.31	11422	0	0	0	0	0	284.84	0	0	0	6223.5
sp|Q9CZB0|C560_MOUSE	1088.7	707.55	814.79	1647.2	2256.1	2658	824.27	293.29	983.81	30117	0	0	0	0	0	0	0	0	0	0	1029.2	673.75	851.14	1650.1	2184.3	2646.2	912.17	1293.3	963.96	28366	0	0	0	0	0	0	0	0	0	0
sp|Q9CZD3|SYG_MOUSE	3508	2542.6	2734.6	2762.1	3278.1	4019	1173.2	14.451	1272.6	61035	1283.6	2168.6	1063.4	2576.6	2332.7	2153.2	1694.9	0	1427.5	38410	3316.5	2400.9	2762.2	2815.9	3264.9	4027.9	1263.2	543.87	1251.4	57525	1213.8	2050.9	1088.7	2613.9	2282.7	2196.4	1739.5	400.36	1401.6	36163
sp|Q9CZM2|RL15_MOUSE	1558.8	1980.6	2683.4	2113.5	2038.6	1659.7	824.21	0	569.46	25982	16107	15700	17132	16658	16939	16283	9058.5	0	10213	263460	1479.2	1871.7	2627.2	2154.7	2089.4	1708.2	890.31	556.29	572.69	24459	15245	14836	17174	17039	17090	16601	9630.8	6349.9	10029	248020
sp|Q9CZR8|EFTS_MOUSE	259.09	347.22	579.53	613.44	512.1	498.37	350.82	0	277.93	9664.6	433.12	400.2	351.05	729.46	962.69	786.05	433.02	0	854.06	11596	246.37	329.53	564	611.76	521.31	516.52	362.86	302.05	277.33	9100.2	409.54	379.93	364.69	729.8	933.73	797.36	477.75	0	824.84	10919
sp|Q9CZU3|SK2L2_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	326.38	590.45	768.97	673.65	418	0	0	11035	0	0	0	0	0	0	0	0	0	0	0	0	314.64	571.55	748.87	683.86	430.9	0	0	10390
sp|Q9CZU6|CISY_MOUSE	18037	18894	17997	14443	15845	16991	14654	0	16733	340770	14676	14388	13660	12231	15117	14925	13721	0	14171	282530	17067	17823	18096	15142	16192	17248	15031	7137.1	16422	320780	13883	13580	13808	12705	15230	15130	14047	4719.6	13948	265940
sp|Q9CZW5|TOM70_MOUSE	996.86	986.51	869.46	462.22	310.28	480.85	820.33	0	501.96	14076	849.13	0	225.66	661.24	307.1	393.54	403.99	124.67	728.29	14177	942.81	928.93	848.55	468.36	354.8	501.63	801.81	0	508.79	13255	801.16	0	240.24	634.28	308.29	400.7	408.73	270.73	704.85	13353
sp|Q9CZX8|RS19_MOUSE	30226	25868	25312	28483	30806	28842	19840	0	21610	535810	17972	16167	15428	16866	15476	16865	12833	0	13895	314950	28581	24450	25817	29091	30785	29386	20752	8710.1	21237	504330	16996	15276	15629	17235	15665	17196	13204	4237.6	13656	296430
sp|Q9D051|ODPB_MOUSE	3650.6	3840.4	3882.2	2933	2694.4	3835.9	4001.2	0	3503.3	91560	3989.8	4416	4450.2	3670.6	5631.2	4260.9	4134.2	44.161	4770.1	102040	3454.3	3621.2	3883.8	3055.2	2807.2	3896.2	3996.5	1773.9	3477.8	86195	3777.1	4167.4	4466.2	3823.8	5624.3	4354.4	4297.5	1255.9	4649.3	96161
sp|Q9D0B0|SRSF9_MOUSE	324.96	0	0	0	537.93	0	696.1	0	512.92	8375.3	0	0	0	0	0	0	0	0	0	0	306.28	0	0	0	516.19	0	695.96	0	513.87	7886.3	0	0	0	0	0	0	0	0	0	0
sp|Q9D0E1|HNRPM_MOUSE	9142.3	9968.7	8968	11366	12479	10177	10712	0	12303	234860	6229.9	5556.9	5542.9	5691	6108.5	5793.1	8062.8	69.679	8049.7	134910	8646.9	9423.6	9080	11547	12408	10504	11020	3400.2	12072	221070	5892.5	5246.7	5612.7	5836.8	6193.1	5931.8	8113	2260.8	7943.2	127110
sp|Q9D0F3|LMAN1_MOUSE	710.27	900.76	690.78	0	377.84	540.03	772.73	0	772.64	20949	0	321.33	675.49	0	471.97	0	0	0	675.2	8150.3	672.02	845.79	693.61	0	407.5	541.46	767.6	461.95	762.37	19957	0	301.72	637.97	0	467.54	0	0	0	637.58	7674.5
sp|Q9D0F9|PGM1_MOUSE	321.83	395.19	319.79	724	975.87	767.27	1876.1	0	1024.6	21952	0	0	0	385.81	316.81	321.63	350.52	0	501.05	9143.9	303.33	375.19	312.79	724.01	959.29	792.04	1843.2	0	1047.1	20671	0	0	0	371.56	303.41	330.2	359.3	0	488	8865.5
sp|Q9D0I9|SYRC_MOUSE	4362.7	4725.5	4416.3	4649.1	3817.5	3827.3	3226.5	0	3184.9	92348	1443.1	1633.1	898.62	1148.2	1130.8	1463.1	1069.8	385.33	483.6	24779	4128.4	4463.5	4411.4	4751.1	3901	3984.6	3260.2	1418.1	3114.7	86940	1363.5	1539.9	938.89	1213.6	1105.9	1485.6	1075.8	869.49	470.29	23341
sp|Q9D0J8|PTMS_MOUSE	1175.1	1768.5	1256.7	1210.1	1169.2	858.93	3497.7	0	3778.2	46809	1260.7	1349.7	1315.4	1226.3	1102.4	931.26	4318.4	0	3718.5	43157	1112.2	1667.5	1264.1	1270.9	1224.8	950.68	3456.2	1187.5	3716.1	44070	1193.2	1274.3	1324.8	1261.9	1176.2	1006.8	4224.9	610.81	3694.5	40620
sp|Q9D0K2|SCOT1_MOUSE	856.13	463.63	1084.5	911.4	916.04	497.83	943.01	0	1012	18330	1978.6	1746	1941.2	1994.7	1900.5	1678.2	2183.5	0	2043.1	37898	810.98	440.53	1076.9	901.82	939.99	545.74	960.49	0	995.6	17260	1872.2	1650.8	1956.9	2027.8	1934.9	1742.8	2205.2	533.5	2021.9	35679
sp|Q9D0L7|ARM10_MOUSE	0	0	0	0	0	0	0	0	0	0	381.1	0	297.89	290.93	340.29	229.85	316.68	18.619	461.17	7257.4	0	0	0	0	0	0	0	0	0	0	360.31	0	305.22	279.98	342.63	244.14	327.44	245.54	448.91	6834.2
sp|Q9D0M3|CY1_MOUSE	3034.3	3005.7	2691	3258.9	2678.9	3130.9	3929.4	127.08	3666.7	76063	1553.1	1340.5	1870.9	1387.1	924.58	1373.4	2191.1	0	2499.4	26238	2870	2840.8	2731.6	3328.6	2736.7	3242	3932.5	1957.8	3629	71611	1470.8	1266.6	1856.4	1421.2	1012.3	1408.5	2178	771.43	2453.1	24705
sp|Q9D0R2|SYTC_MOUSE	732.74	1389.4	880.37	1669.6	2177	1499.7	1022.7	67.95	942.68	35429	676.76	0	0	503.87	449.69	214.18	856.33	0	339.56	13919	692.58	1314.1	889.03	1694.4	2116.2	1548.5	1059.3	734.17	933.54	33353	637.85	0	0	481.95	423.44	241.4	816.4	0	356.96	13106
sp|Q9D0T1|NH2L1_MOUSE	4542.9	3720.4	3205.7	3445.8	4192.4	4464.2	6424.7	0	6224	104160	5215.4	5945.1	4924.4	6035.8	6119.8	5646.3	8184.2	0	7115	127960	4292.7	3511.2	3321.1	3571.2	4212.2	4536.5	6427.1	2133.1	6149.8	98051	4934	5616.6	4993.9	6185.5	6168	5838.6	8202.4	3776	7065.7	120660
sp|Q9D172|ES1_MOUSE	945.08	1122.4	1241.7	1204.3	1274.6	1682.9	1264	0	1758.8	36509	0	0	0	0	0	0	0	0	0	0	894.15	1059.3	1233.6	1239.2	1271.6	1713.2	1280.6	0	1714.4	34378	0	0	0	0	0	0	0	0	0	0
