Protein IDs	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10
Q15843	96.75	84.087	176.86	125.14	243.93	169.72	178.17	331.6	249.74	8808.7	96.75	84.087	176.86	125.14	243.93	169.72	178.17	331.6	249.74	8808.7
Q16531	243.8	188.53	396.21	244.19	506.53	558.85	332.49	553.52	762.11	18122	243.8	188.53	396.21	244.19	506.53	558.85	332.49	553.52	762.11	18122
Q16629	73.391	46.746	90.328	24.155	87.038	55.81	21.038	40.466	117.49	1631.3	73.391	46.746	90.328	24.155	87.038	55.81	21.038	40.466	117.49	1631.3
Q16658	86.959	35.892	26.634	94.7	240.76	68.677	115.45	27.106	67.122	1093.9	86.959	35.892	26.634	94.7	240.76	68.677	115.45	27.106	67.122	1093.9
Q16777;Q6FI13	0	0	22.999	0	0	0	0	21.108	0	837.12	0	0	22.999	0	0	0	0	21.108	0	837.12
Q16878	100.1	40.07	109.51	105.25	268.57	127.04	201.39	233.37	190.38	6137.8	100.1	40.07	109.51	105.25	268.57	127.04	201.39	233.37	190.38	6137.8
Q16891	121.5	77.582	121.78	89.562	286.96	74.076	149.41	174.08	235.7	5683.9	121.5	77.582	121.78	89.562	286.96	74.076	149.41	174.08	235.7	5683.9
Q2TAY7	53.06	0	33.008	62.325	89.745	26.98	53.019	0	56.364	925.62	53.06	0	33.008	62.325	89.745	26.98	53.019	0	56.364	925.62
Q4VCS5	115.89	79.028	147.21	58.123	261.91	62.509	106.79	35.994	218.88	1058.3	115.89	79.028	147.21	58.123	261.91	62.509	106.79	35.994	218.88	1058.3
Q58FF8	0	0	41.836	0	23.449	30.962	24.24	25.91	21.811	965.9	0	0	41.836	0	23.449	30.962	24.24	25.91	21.811	965.9
Q5T750	636.55	254.73	906.72	329.49	1053.3	339.47	664.36	139.19	2164.5	3712.3	636.55	254.73	906.72	329.49	1053.3	339.47	664.36	139.19	2164.5	3712.3
Q68CZ1	25.84	39.205	33.185	25.2	121.44	34.984	51.989	99.826	77.79	2431.2	25.84	39.205	33.185	25.2	121.44	34.984	51.989	99.826	77.79	2431.2
Q6PJT7	114.67	71.208	122.95	118.21	179.03	142.21	225.96	97.195	146.45	2917	114.67	71.208	122.95	118.21	179.03	142.21	225.96	97.195	146.45	2917
Q6UWP8	142	58.318	85.907	151.8	263.63	62.763	201.8	71.078	103.75	902.46	142	58.318	85.907	151.8	263.63	62.763	201.8	71.078	103.75	902.46
Q7Z5H4	99.947	48.433	50.132	107.9	114.61	73.347	112.78	459.67	146.18	10019	99.947	48.433	50.132	107.9	114.61	73.347	112.78	459.67	146.18	10019
Q7Z6R9	290.35	541.02	506.92	343.77	941.12	402.37	4090.9	130.81	396.9	3562.2	290.35	541.02	506.92	343.77	941.12	402.37	4090.9	130.81	396.9	3562.2
Q86U42	0	0	0	0	20.393	0	0	0	26.087	781.18	0	0	0	0	20.393	0	0	0	26.087	781.18
Q8N1G4	75.531	0	71.163	98.718	124.09	116.62	82.206	176.83	185.08	5918.2	75.531	0	71.163	98.718	124.09	116.62	82.206	176.83	185.08	5918.2
Q8N5M4	108.01	89.921	80.729	174.32	144.84	75.534	157.63	115.07	140.4	3334.2	108.01	89.921	80.729	174.32	144.84	75.534	157.63	115.07	140.4	3334.2
Q8N684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NC51	155.02	102.34	296.49	163.16	251.36	158.86	184.49	238.54	358.54	7003.6	155.02	102.34	296.49	163.16	251.36	158.86	184.49	238.54	358.54	7003.6
Q8NCW5	41.165	0	46.096	36.678	81.371	0	50.145	46.504	55.927	1439.3	41.165	0	46.096	36.678	81.371	0	50.145	46.504	55.927	1439.3
Q9NP97;Q8TF09	131.59	57.608	233.53	118.04	200.06	160.91	96.988	78.766	217.6	3103.8	131.59	57.608	233.53	118.04	200.06	160.91	96.988	78.766	217.6	3103.8
Q8WUH6	117.53	51.625	83.74	53.403	173.35	157.53	109.82	366.85	271.51	10632	117.53	51.625	83.74	53.403	173.35	157.53	109.82	366.85	271.51	10632
Q8WXF1	757.99	403.69	780.73	724.47	1414.9	616.77	881.96	509.56	1765.3	15724	757.99	403.69	780.73	724.47	1414.9	616.77	881.96	509.56	1765.3	15724
Q92499	56.17	0	63.034	65.894	84.129	78.391	88.492	93.206	89.088	3461.4	56.17	0	63.034	65.894	84.129	78.391	88.492	93.206	89.088	3461.4
Q92621	132.74	46.494	92.785	91.582	188.99	80.112	125.65	137.65	174.99	2979.3	132.74	46.494	92.785	91.582	188.99	80.112	125.65	137.65	174.99	2979.3
Q92688	161.18	42.908	91.923	148.09	150.29	107.03	85.626	219.06	162.92	7154.6	161.18	42.908	91.923	148.09	150.29	107.03	85.626	219.06	162.92	7154.6
Q92734	381.76	58.034	199.4	153.94	166.55	178.73	114.34	122.46	270.05	4618.2	381.76	58.034	199.4	153.94	166.55	178.73	114.34	122.46	270.05	4618.2
Q92841	457.36	398.12	543.96	397.39	840.65	369.33	541.95	915.45	862.44	24518	457.36	398.12	543.96	397.39	840.65	369.33	541.95	915.45	862.44	24518
Q92945	184.08	83.227	183.72	113.25	501.01	170.32	274.46	283.45	350.92	8040.5	184.08	83.227	183.72	113.25	501.01	170.32	274.46	283.45	350.92	8040.5
Q969H8	104.88	94.754	97.315	108	144.55	118.97	92.347	131.8	211.48	5073.2	104.88	94.754	97.315	108	144.55	118.97	92.347	131.8	211.48	5073.2
Q96AE4;Q96I24	569.07	418.05	455.5	594.6	1212	431.36	823.41	1563.1	1071.8	38583	569.07	418.05	455.5	594.6	1212	431.36	823.41	1563.1	1071.8	38583
Q96FW1	34.62	0	0	0	46.79	26.334	60.631	0	22.356	1015.5	34.62	0	0	0	46.79	26.334	60.631	0	22.356	1015.5
Q96HS1	283.96	143	261.78	222.17	488.13	344.1	418.95	420.02	479.93	11804	283.96	143	261.78	222.17	488.13	344.1	418.95	420.02	479.93	11804
Q96J02	234.33	120.14	386.69	172.98	207.53	157.93	219.86	59.85	877.37	976.44	234.33	120.14	386.69	172.98	207.53	157.93	219.86	59.85	877.37	976.44
Q96P63	599.51	428.23	905.2	483.86	1177.9	459.96	660.36	190.47	2376.2	3974.9	599.51	428.23	905.2	483.86	1177.9	459.96	660.36	190.47	2376.2	3974.9
Q96QK1	165.6	99.445	88.821	125.05	216.75	132.84	191.6	301.02	255.28	7986.4	165.6	99.445	88.821	125.05	216.75	132.84	191.6	301.02	255.28	7986.4
Q99460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99497	771.02	378.85	652.86	569.53	1463.7	610.44	869.95	1256.7	1089.6	29708	771.02	378.85	652.86	569.53	1463.7	610.44	869.95	1256.7	1089.6	29708
Q99623	717.4	441.51	724.99	580.3	1337.6	740.7	945.67	1534	1444.5	38104	717.4	441.51	724.99	580.3	1337.6	740.7	945.67	1534	1444.5	38104
Q99714	461.48	265.72	413.23	498.7	928.15	446.19	611.35	793.3	831.19	22225	461.48	265.72	413.23	498.7	928.15	446.19	611.35	793.3	831.19	22225
Q99832	2387.2	1292.3	2520.2	1951.1	4583.9	2149.5	3610.5	4559.4	3980.8	113180	2387.2	1292.3	2520.2	1951.1	4583.9	2149.5	3610.5	4559.4	3980.8	113180
Q99873	469.32	166.69	350.73	317.28	807.64	317.17	477.58	486.39	810.62	11728	469.32	166.69	350.73	317.28	807.64	317.17	477.58	486.39	810.62	11728
Q99986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BPX3	83.847	45.104	165.7	82.365	259.1	84.533	179.98	27.027	240.92	1135.7	83.847	45.104	165.7	82.365	259.1	84.533	179.98	27.027	240.92	1135.7
Q9BSD7	126.22	75.513	144.28	145.18	203.89	121.16	202.67	284.96	411	7568.6	126.22	75.513	144.28	145.18	203.89	121.16	202.67	284.96	411	7568.6
Q9BTD8	62.879	0	38.385	54.089	91.816	55.155	69.485	76.186	93.488	1397.3	62.879	0	38.385	54.089	91.816	55.155	69.485	76.186	93.488	1397.3
Q9BVL2	101.96	25.382	132.38	90.111	195.58	74.132	113.36	101.42	150.95	3299.1	101.96	25.382	132.38	90.111	195.58	74.132	113.36	101.42	150.95	3299.1
Q9BXT2	64.67	0	126.89	77.453	171.15	27.489	94.083	147.21	135.86	3339.7	64.67	0	126.89	77.453	171.15	27.489	94.083	147.21	135.86	3339.7
Q9BXW7	0	0	0	32.413	0	0	0	0	32.633	1331.8	0	0	0	32.413	0	0	0	0	32.633	1331.8
Q9BZE4	69.608	44.105	60.476	39.215	90.785	52.727	94.019	24.265	103.97	2049	69.608	44.105	60.476	39.215	90.785	52.727	94.019	24.265	103.97	2049
Q9BZZ5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9GZZ8	201.4	418.44	213.7	394.44	458.47	402.31	368.6	80.242	428.21	1671.8	201.4	418.44	213.7	394.44	458.47	402.31	368.6	80.242	428.21	1671.8
Q9H0D6	50.103	22.168	85.214	62.818	95.364	70.173	60.099	59.414	97.497	1820	50.103	22.168	85.214	62.818	95.364	70.173	60.099	59.414	97.497	1820
Q9H3K6	111.19	21.556	136.01	82.992	234.28	89.81	200.4	57.458	162.51	1703.1	111.19	21.556	136.01	82.992	234.28	89.81	200.4	57.458	162.51	1703.1
Q9H9A6	84.8	26.426	100.14	97.378	196.62	163.46	87.042	174.45	225.51	4301.9	84.8	26.426	100.14	97.378	196.62	163.46	87.042	174.45	225.51	4301.9
Q9HAV7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HB71	71.201	92.216	68.417	101.59	142.39	100.49	92.104	327.95	234.97	9305.6	71.201	92.216	68.417	101.59	142.39	100.49	92.104	327.95	234.97	9305.6
Q9NPD3	18.92	0	33.35	94.744	94.388	37.212	49.879	47.338	57.169	1561.1	18.92	0	33.35	94.744	94.388	37.212	49.879	47.338	57.169	1561.1
Q9NPD8	207.96	101.62	187.78	152.53	308.58	164.35	227.12	416.45	226	6687.5	207.96	101.62	187.78	152.53	308.58	164.35	227.12	416.45	226	6687.5
Q9NR30	117.2	115.97	179.65	209.21	274.42	177.03	275.82	537.18	398.68	10704	117.2	115.97	179.65	209.21	274.42	177.03	275.82	537.18	398.68	10704
Q9NR31;Q9Y6B6	226.38	171.38	211.95	289.12	416.28	257.22	250.4	627.66	686.58	19940	226.38	171.38	211.95	289.12	416.28	257.22	250.4	627.66	686.58	19940
Q9NSD9	157.33	156.72	173.05	174.77	299.73	197.64	239.67	392.98	445.96	11050	157.33	156.72	173.05	174.77	299.73	197.64	239.67	392.98	445.96	11050
Q9NTK5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NTZ6	322.91	212.52	344.97	230.48	629.98	693.92	431.53	840.15	756.22	21861	322.91	212.52	344.97	230.48	629.98	693.92	431.53	840.15	756.22	21861
Q9NZ01	0	0	39.868	0	0	0	25.015	0	0	118.49	0	0	39.868	0	0	0	25.015	0	0	118.49
Q9NZB2	99.503	80.723	126.87	101.16	185.31	89.384	392.69	163.2	234.75	5653.3	99.503	80.723	126.87	101.16	185.31	89.384	392.69	163.2	234.75	5653.3
Q9NZT1	1062.7	590.53	858.28	1750.5	5261.2	829.63	967.98	204.31	1877.7	6631.1	1062.7	590.53	858.28	1750.5	5261.2	829.63	967.98	204.31	1877.7	6631.1
Q9P035	87.805	58.089	140.49	79.285	185.9	104.13	172.75	115.09	142.52	3108.7	87.805	58.089	140.49	79.285	185.9	104.13	172.75	115.09	142.52	3108.7
Q9P0U1	131.65	137.08	223.07	155.96	458.57	166.18	219.8	297.05	390.26	8801.5	131.65	137.08	223.07	155.96	458.57	166.18	219.8	297.05	390.26	8801.5
Q9P258	146.35	27.806	98.851	97.948	169.33	82.103	138.37	119.32	124.08	3195.7	146.35	27.806	98.851	97.948	169.33	82.103	138.37	119.32	124.08	3195.7
Q9P283	113.31	92.893	108.32	118.98	230.36	93.676	197.51	418.44	221.93	9674	113.31	92.893	108.32	118.98	230.36	93.676	197.51	418.44	221.93	9674
Q9UBB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UDW1	118.26	71.593	160.64	125.99	174.94	97.82	97.578	115.44	351.8	4443.9	118.26	71.593	160.64	125.99	174.94	97.82	97.578	115.44	351.8	4443.9
Q9UHX1	91.305	51.268	60.175	43.887	150.36	127	78.488	99.421	159.26	2848.3	91.305	51.268	60.175	43.887	150.36	127	78.488	99.421	159.26	2848.3
Q9UI30	73.532	25.338	75.197	61.658	79.037	0	70.618	147.18	173.62	3643.7	73.532	25.338	75.197	61.658	79.037	0	70.618	147.18	173.62	3643.7
Q9ULC4	126.37	59.806	94.674	112.96	182.44	129.67	236.85	252.34	276.15	7624.2	126.37	59.806	94.674	112.96	182.44	129.67	236.85	252.34	276.15	7624.2
Q9UMS4	311.26	167.18	385.77	284.12	579.91	319.4	492.71	720.03	597.77	18858	311.26	167.18	385.77	284.12	579.91	319.4	492.71	720.03	597.77	18858
Q9UNM6	114	79.144	120.44	119.99	221.01	134.1	187.03	264.09	250.45	7251.1	114	79.144	120.44	119.99	221.01	134.1	187.03	264.09	250.45	7251.1
Q9UQ35	426.5	140.15	455	314.08	640.67	330.94	517.33	337.68	1011.1	12250	426.5	140.15	455	314.08	640.67	330.94	517.33	337.68	1011.1	12250
Q9UQ80	471.73	423.74	554.67	645.72	890.63	555.27	857.35	639.55	769.46	17211	471.73	423.74	554.67	645.72	890.63	555.27	857.35	639.55	769.46	17211
Q9Y224	37.728	20.999	78.272	62.687	146.99	76.295	100.6	140.62	135.24	5988.8	37.728	20.999	78.272	62.687	146.99	76.295	100.6	140.62	135.24	5988.8
Q9Y230	52.779	0	41.658	24.915	125.86	48.798	58.228	38.001	99.043	1130.5	52.779	0	41.658	24.915	125.86	48.798	58.228	38.001	99.043	1130.5
Q9Y237	278.58	118.85	378.5	183.03	734.53	176.47	322.17	290.89	636.8	6691.8	278.58	118.85	378.5	183.03	734.53	176.47	322.17	290.89	636.8	6691.8
Q9Y262	103.1	45.889	120.9	58.183	174.44	69.917	123.27	130.44	209.03	3448.2	103.1	45.889	120.9	58.183	174.44	69.917	123.27	130.44	209.03	3448.2
Q9Y277	95.207	55.67	101.32	76.889	104.18	62.49	74.943	95.959	239.09	3859.8	95.207	55.67	101.32	76.889	104.18	62.49	74.943	95.959	239.09	3859.8
Q9Y2Q3	295.06	202.92	452.48	274.27	563.55	273.04	512.37	345.06	510.11	9800.7	295.06	202.92	452.48	274.27	563.55	273.04	512.37	345.06	510.11	9800.7
Q9Y2W2	116.75	44.917	100.92	50.315	257.61	136.87	264.99	50.434	232.73	2164.3	116.75	44.917	100.92	50.315	257.61	136.87	264.99	50.434	232.73	2164.3
Q9Y333	113.77	77.972	103.6	97.794	118.66	87.004	109.26	105.26	267.61	2792	113.77	77.972	103.6	97.794	118.66	87.004	109.26	105.26	267.61	2792
Q9Y383	0	0	43.349	0	24.719	48.231	0	21.33	39.227	404.16	0	0	43.349	0	24.719	48.231	0	21.33	39.227	404.16
Q9Y3A5	159.15	138.87	270.88	243.72	402.99	201.6	238.04	518.26	286.74	10722	159.15	138.87	270.88	243.72	402.99	201.6	238.04	518.26	286.74	10722
Q9Y3I0	78.092	91.352	92.155	112.25	227.82	89.696	137.97	161.66	171.71	4191.2	78.092	91.352	92.155	112.25	227.82	89.696	137.97	161.66	171.71	4191.2
Q9Y5B9	57.941	19.789	81.868	25.669	47.05	40.935	24.408	47.432	74.104	1065.3	57.941	19.789	81.868	25.669	47.05	40.935	24.408	47.432	74.104	1065.3
REV__O15440	1927.9	7546.3	1931.9	5068.5	4917.4	3444.3	4043.2	597.97	4163.1	12729	1927.9	7546.3	1931.9	5068.5	4917.4	3444.3	4043.2	597.97	4163.1	12729
REV__Q7RTP6	289.64	205.09	276.61	355.16	437.62	374.12	759.93	707.54	456.74	20953	289.64	205.09	276.61	355.16	437.62	374.12	759.93	707.54	456.74	20953
REV__Q8WVF5	736.02	1716.5	1686	720.92	1022.7	2615.2	2006.4	138.09	1311.4	1378.3	736.02	1716.5	1686	720.92	1022.7	2615.2	2006.4	138.09	1311.4	1378.3
REV__Q8WVV9	142.16	123.49	157.81	166.7	214.82	160.75	196.03	477.7	317.31	10605	142.16	123.49	157.81	166.7	214.82	160.75	196.03	477.7	317.31	10605
REV__Q96ME1	90.843	110.2	101.55	98.188	225.4	101.02	111.3	414.23	236.63	11291	90.843	110.2	101.55	98.188	225.4	101.02	111.3	414.23	236.63	11291
